日期,买入净值,到期日,到期净值,收益率,凭证收益率,是否敲出
2021-12-02,7968.235,2022-12-02,6680.5415,-0.1616033538167485,0.005,0.0
2021-12-03,8023.9634,2022-12-03,6714.367,-0.1632106646947068,0.005,0.0
2021-12-06,7906.7563,2022-12-06,6703.5524,-0.1521741475704772,0.005,0.0
2021-12-07,7781.4416,2022-12-07,6705.2873,-0.1382975488757765,0.005,0.0
2021-12-08,7922.5518,2022-12-08,6662.3441,-0.1590658832928047,0.005,0.0
2021-12-09,7931.7565,2022-12-09,6680.3752,-0.15776849680143357,0.005,0.0
2021-12-10,7949.1249,2022-12-10,6655.6737,-0.1627161752106826,0.005,0.0
2021-12-13,7984.8993,2022-12-13,6593.6675,-0.17423285475873196,0.005,0.0
2021-12-14,7981.8275,2022-12-14,6570.0183,-0.17687793929397755,0.005,0.0
2021-12-15,7955.5813,2022-12-15,6597.5505,-0.1707016431344872,0.005,0.0
2021-12-16,8005.9752,2022-12-16,6519.4361,-0.18567870407592568,0.005,0.0
2021-12-17,7894.1034,2022-12-17,6390.77,-0.19043751061076797,0.005,0.0
2021-12-20,7751.9508,2022-12-20,6341.5833,-0.18193710672157515,0.005,0.0
2021-12-21,7849.0325,2022-12-21,6289.1361,-0.19873741126693012,0.005,0.0
2021-12-22,7930.8115,2022-12-22,6186.9277,-0.21988718304551802,0.005,0.0
2021-12-23,7932.6616,2022-12-23,6160.7451,-0.22336973254979142,0.005,0.0
2021-12-24,7776.6064,2022-12-24,6275.5244,-0.19302532786023474,0.005,0.0
2021-12-27,7776.4312,2022-12-27,6325.6279,-0.1865641529754677,0.005,0.0
2021-12-28,7863.5299,2022-12-28,6268.4658,-0.20284326762717597,0.005,0.0
2021-12-29,7855.4293,2022-12-29,6261.8292,-0.2028660737866993,0.005,0.0
2021-12-30,7924.5275,2022-12-30,6281.6209,-0.2073191871692035,0.005,0.0
2021-12-31,8010.3235,2022-12-31,6423.7013,-0.1980721752373672,0.005,0.0
2022-01-04,7983.0677,2023-01-04,6421.2767,-0.19563795005772022,0.005,0.0
2022-01-05,7781.6778,2023-01-05,6485.4688,-0.16657191846210861,0.005,0.0
2022-01-06,7844.5166,2023-01-06,6500.3203,-0.1713548926647691,0.005,0.0
2022-01-07,7682.6973,2023-01-07,6535.7493,-0.14928975530508004,0.005,0.0
2022-01-10,7734.1865,2023-01-10,6540.2008,-0.15437767113580725,0.005,0.0
2022-01-11,7646.6932,2023-01-11,6486.9049,-0.15167187562853957,0.005,0.0
2022-01-12,7779.5237,2023-01-12,6489.5702,-0.16581394308240227,0.005,0.0
2022-01-13,7644.7873,2023-01-13,6517.5132,-0.14745656821609665,0.005,0.0
2022-01-14,7675.3707,2023-01-14,6591.8056,-0.14117430184837854,0.005,0.0
2022-01-17,7808.0861,2023-01-17,6597.4946,-0.15504330824425727,0.005,0.0
2022-01-18,7758.6048,2023-01-18,6613.005,-0.1476553877315674,0.005,0.0
2022-01-19,7665.1848,2023-01-19,6676.0803,-0.12903857190762058,0.005,0.0
