日期,买入净值,到期日,到期净值,期间最高收盘价,收益率,期间最高收益率,凭证收益率,是否敲出
2021-02-18,6404.5949,2022-02-18,7251.7923,8055.8207,0.13227962318116315,0.2578189293439934,0.035,1.0
2021-02-19,6527.6465,2022-02-19,7334.5912,8055.8207,0.12361954649351792,0.23410798976323255,0.035,1.0
2021-02-22,6534.5739,2022-02-22,7279.2355,8055.8207,0.11395717783526771,0.2327996933357812,0.035,1.0
2021-02-23,6489.9615,2022-02-23,7450.3998,8055.8207,0.1479882892987885,0.24127403529281333,0.035,1.0
2021-02-24,6437.8367,2022-02-24,7285.1172,8055.8207,0.1316095047890855,0.25132417540196395,0.035,1.0
2021-02-25,6399.3466,2022-02-25,7361.9573,8055.8207,0.150423279151656,0.2588505051437595,0.035,1.0
2021-02-26,6325.4046,2022-02-26,7419.8306,8055.8207,0.17302071080164594,0.2735660735441334,0.035,1.0
2021-03-01,6495.1565,2022-03-01,7429.4432,8055.8207,0.14384360099714288,0.24028123109889665,0.035,1.0
2021-03-02,6466.6317,2022-03-02,7414.3087,8055.8207,0.14654878211171352,0.24575220512403706,0.035,1.0
2021-03-03,6553.596,2022-03-03,7342.6135,8055.8207,0.12039458947423687,0.22922143812343654,0.035,1.0
2021-03-04,6434.894,2022-03-04,7241.5625,8055.8207,0.12535847521342225,0.25189641041484134,0.035,1.0
2021-03-05,6456.2791,2022-03-05,7085.7316,8055.8207,0.09749462348986748,0.24774976038442964,0.035,1.0
2021-03-08,6327.6493,2022-03-08,6871.2202,8055.8207,0.0859040813149996,0.27311428274003746,0.035,1.0
2021-03-09,6126.2831,2022-03-09,6796.0393,8055.8207,0.1093250489844324,0.31496056719938403,0.035,1.0
2021-03-10,6078.2443,2022-03-10,6952.5204,8055.8207,0.14383694646824252,0.3253532274114088,0.035,1.0
2021-03-11,6219.6635,2022-03-11,6990.7781,8055.8207,0.12398011564452016,0.29521809339042226,0.035,1.0
2021-03-12,6220.4779,2022-03-12,6800.5947,8055.8207,0.09325920119417197,0.2950485203074189,0.035,1.0
2021-03-15,6177.7382,2022-03-15,6473.4807,8055.8207,0.04787229410271876,0.30400810769222963,0.035,1.0
2021-03-16,6233.463,2022-03-16,6692.9664,8055.8207,0.07371558955270929,0.2923507687460407,0.035,1.0
2021-03-17,6277.5814,2022-03-17,6818.5448,8055.8207,0.08617385670220057,0.2832682185530879,0.035,1.0
2021-03-18,6298.8857,2022-03-18,6879.3659,8055.8207,0.09215601419787633,0.2789279062485608,0.035,1.0
2021-03-19,6250.8147,2022-03-19,6954.4056,8055.8207,0.11255987159561776,0.2887633191238257,0.035,1.0
2021-03-22,6359.6002,2022-03-22,6923.4427,8055.8207,0.08866005444807668,0.26671810281407327,0.035,1.0
2021-03-23,6289.0012,2022-03-23,6966.9526,8055.8207,0.10779953420902522,0.28093801285965747,0.035,1.0
2021-03-24,6196.267,2022-03-24,6900.8066,8055.8207,0.11370388009425669,0.3001087106156013,0.035,1.0
2021-03-25,6190.712,2022-03-25,6819.8127,8055.8207,0.10162008828709856,0.3012753137280493,0.035,1.0
2021-03-26,6301.3414,2022-03-26,6767.2513,8055.8207,0.0739382094104597,0.278429494393051,0.035,1.0
2021-03-29,6326.6093,2022-03-29,6725.677,8055.8207,0.06307765835958912,0.2733235636978564,0.035,1.0
2021-03-30,6301.5848,2022-03-30,6864.7486,8055.8207,0.08936859819771059,0.27838011479271074,0.035,1.0
2021-03-31,6293.3922,2022-03-31,6772.0652,8055.8207,0.07605961694235419,0.2800442820010487,0.035,1.0
2021-04-01,6335.7913,2022-04-01,6772.6042,8055.8207,0.06894370084443913,0.27147822877309746,0.035,1.0
2021-04-02,6361.2515,2022-04-02,6764.2883,8055.8207,0.06335809863829467,0.2663892789021154,0.035,1.0
2021-04-06,6421.4868,2022-04-06,6764.2883,8055.8207,0.05338350925209423,0.25451020159381166,0.035,1.0
2021-04-07,6422.7617,2022-04-07,6623.5857,8055.8207,0.03126754648237995,0.2542611848731675,0.035,1.0
2021-04-08,6404.1284,2022-04-08,6575.2832,8055.8207,0.026725697754592215,0.25791055344861613,0.035,1.0
2021-04-09,6399.5218,2022-04-09,6328.0652,8055.8207,-0.011165928054186813,0.2588160415361034,0.035,1.0
2021-04-12,6263.3991,2022-04-12,6414.4186,8055.8207,0.02411142856919346,0.2861739402810848,0.035,1.0
2021-04-13,6231.1394,2022-04-13,6286.2509,8055.8207,0.008844530103114145,0.29283268803134144,0.035,1.0
2021-04-14,6320.0672,2022-04-14,6359.7083,8055.8207,0.006272259256990154,0.27464162089922084,0.035,1.0
2021-04-15,6296.6084,2022-04-15,6275.0725,8055.8207,-0.0034202381078677346,0.2793904572499697,0.035,1.0
2021-04-16,6368.846,2022-04-16,6326.0246,8055.8207,-0.006723572841924597,0.2648791790537879,0.035,1.0
2021-04-19,6477.388,2022-04-19,6345.7861,8055.8207,-0.02031712474225722,0.243683518726993,0.035,1.0
2021-04-20,6457.6294,2022-04-20,6234.2514,8055.8207,-0.034591331611566245,0.24748885403674614,0.035,1.0
2021-04-21,6457.7147,2022-04-21,5981.3843,8055.8207,-0.07376145000645518,0.24747237594748484,0.035,1.0
2021-04-22,6485.2112,2022-04-22,5891.8083,8055.8207,-0.09150093677751003,0.2421832460907365,0.035,1.0
2021-04-23,6453.3025,2022-04-23,5431.6079,8055.8207,-0.15832120065656308,0.24832528771121454,0.035,1.0
2021-04-26,6431.0888,2022-04-26,5266.5515,8055.8207,-0.1810793376076537,0.2526371428738474,0.035,1.0
2021-04-27,6400.9046,2022-04-27,5540.7173,8055.8207,-0.13438527110683696,0.258544097032785,0.035,1.0
2021-04-28,6437.2467,2022-04-28,5493.9075,8055.8207,-0.1465438943018914,0.2514388643828114,0.035,1.0
2021-04-29,6405.1028,2022-04-29,5734.4931,8055.8207,-0.10469928757427593,0.2577191891440058,0.035,1.0
2021-04-30,6382.1364,2022-04-30,5836.9281,8055.8207,-0.08542724032034166,0.26224514725194537,0.035,1.0
2021-05-06,6398.4374,2022-05-06,5764.6919,8055.8207,-0.0990469172989018,0.25902938426810285,0.035,1.0
2021-05-07,6320.2529,2022-05-07,5840.8902,8055.8207,-0.07584549346118741,0.27460416971605683,0.035,1.0
2021-05-10,6338.5735,2022-05-10,5950.6674,8055.8207,-0.061197696926603484,0.27092013684151484,0.035,1.0
2021-05-11,6343.8627,2022-05-11,6003.0282,8055.8207,-0.053726651429577776,0.2698605062811339,0.035,1.0
2021-05-12,6420.3372,2022-05-12,6034.5727,8055.8207,-0.060084772494503946,0.2547348291924605,0.035,1.0
2021-05-13,6375.0148,2022-05-13,6071.6673,8055.8207,-0.04758381109954446,0.26365521535730396,0.035,1.0
2021-05-14,6462.4764,2022-05-14,6082.8819,8055.8207,-0.058738241581818285,0.24655320985001983,0.035,1.0
2021-05-17,6457.2768,2022-05-17,6118.4572,8055.8207,-0.05247097352246066,0.2475569732429621,0.035,1.0
2021-05-18,6486.8215,2022-05-18,6127.8036,8055.8207,-0.055345734424787185,0.2418748843327969,0.035,1.0
2021-05-19,6488.9489,2022-05-19,6180.1862,8055.8207,-0.04758285274830876,0.24146773601499616,0.035,1.0
2021-05-20,6482.8358,2022-05-20,6263.4432,8055.8207,-0.03384207263123962,0.2426383990783787,0.035,1.0
2021-05-21,6480.3741,2022-05-21,6343.4672,8055.8207,-0.021126388366992543,0.24311044018276662,0.035,1.0
2021-05-24,6537.8571,2022-05-24,6081.6423,8055.8207,-0.06978047898905582,0.23218060241787786,0.035,1.0
2021-05-25,6615.7141,2022-05-25,6188.2694,8055.8207,-0.06461051574160381,0.217679690843956,0.035,1.0
2021-05-26,6644.751,2022-05-26,6227.0994,8055.8207,-0.06285436429446345,0.21235855188554087,0.035,1.0
2021-05-27,6705.0451,2022-05-27,6210.0937,8055.8207,-0.07381775851142303,0.2014566016863928,0.035,1.0
2021-05-28,6694.3457,2022-05-28,6282.3554,8055.8207,-0.06154302727449512,0.20337685877202305,0.035,1.0
2021-05-31,6814.3631,2022-05-31,6353.3468,8055.8207,-0.06765361534667846,0.18218248452302177,0.035,1.0
2021-06-01,6854.7336,2022-06-01,6373.3182,8055.8207,-0.07023108819283652,0.1752200989984498,0.035,1.0
2021-06-02,6759.459,2022-06-02,6442.9338,8055.8207,-0.046827001983442806,0.1917848307090848,0.035,1.0
2021-06-03,6754.0697,2022-06-03,6604.9759,8055.8207,-0.022074661148373975,0.1927357960193985,0.035,1.0
2021-06-04,6785.8035,2022-06-04,6604.9759,8055.8207,-0.026647927544615646,0.1871579688389149,0.035,1.0
2021-06-07,6861.8502,2022-06-07,6597.8349,8055.8207,-0.038475818081834534,0.17400124823476926,0.035,1.0
2021-06-08,6809.8642,2022-06-08,6608.8922,8055.8207,-0.02951189540607868,0.1829634869958201,0.035,1.0
2021-06-09,6823.4073,2022-06-09,6490.3753,8055.8207,-0.04880728723316874,0.1806155408603558,0.035,1.0
2021-06-10,6898.2061,2022-06-10,6627.7477,8055.8207,-0.03920706283333586,0.1678138610558475,0.035,1.0
2021-06-11,6852.9728,2022-06-11,6674.8036,8055.8207,-0.025998819081844204,0.17552205956515698,0.035,1.0
2021-06-15,6815.1187,2022-06-15,6653.7617,8055.8207,-0.023676330098256426,0.1820514145997194,0.035,1.0
2021-06-16,6673.2446,2022-06-16,6696.7629,8055.8207,0.0035242676403619555,0.20718199060169318,0.035,1.0
2021-06-17,6787.6684,2022-06-17,6774.7375,8055.8207,-0.0019050577072974306,0.18683179926703564,0.035,1.0
2021-06-18,6863.7156,2022-06-18,6848.7548,8055.8207,-0.002179694042101721,0.1736821817034493,0.035,1.0
2021-06-21,6968.2963,2022-06-21,6779.1447,8055.8207,-0.02714459774048361,0.15606747376686614,0.035,1.0
2021-06-22,7000.2518,2022-06-22,6691.8118,8055.8207,-0.04406127219595157,0.15079013300635835,0.035,1.0
2021-06-23,7046.1745,2022-06-23,6845.4548,8055.8207,-0.02848633680587953,0.143289979548477,0.035,1.0
2021-06-24,6974.642,2022-06-24,6931.6542,8055.8207,-0.006163441793858415,0.15501565528381245,0.035,1.0
2021-06-25,7000.4297,2022-06-25,7002.934,8055.8207,0.00035773518302750773,0.1507608882923288,0.035,1.0
2021-06-28,7063.4706,2022-06-28,7079.7247,8055.8207,0.0023011492395821342,0.14049044105881903,0.035,1.0
2021-06-29,7004.3036,2022-06-29,6900.9926,8055.8207,-0.014749646203228606,0.15012443207059167,0.035,1.0
2021-06-30,7083.6997,2022-06-30,6995.5297,8055.8207,-0.012446885629553206,0.1372335137244738,0.035,1.0
2021-07-01,6969.5316,2022-07-01,6994.5009,8055.8207,0.0035826367441966767,0.15586256901396367,0.035,1.0
2021-07-02,6908.9318,2022-07-02,7076.3219,8055.8207,0.024228072420688695,0.16600090045757865,0.035,1.0
2021-07-05,7006.6997,2022-07-05,7036.002,8055.8207,0.004182040226442085,0.14973112091560026,0.035,1.0
2021-07-06,6979.0624,2022-07-06,6953.9802,8055.8207,-0.0035939211547957317,0.15428409122692477,0.035,1.0
2021-07-07,7089.6646,2022-07-07,7041.8666,8055.8207,-0.006741926832476652,0.13627670059314223,0.035,1.0
2021-07-08,7099.4105,2022-07-08,7000.785,8055.8207,-0.013892068926004475,0.1347168472649949,0.035,1.0
2021-07-09,7142.8994,2022-07-09,6893.6346,8055.8207,-0.034896865550143374,0.12780822588653562,0.035,1.0
2021-07-12,7284.2346,2022-07-12,6779.5552,8055.8207,-0.06928379269937301,0.10592548735319429,0.035,1.0
2021-07-13,7331.7263,2022-07-13,6834.9024,8055.8207,-0.06776356340525158,0.09876178820259551,0.005,0.0
2021-07-14,7243.8162,2022-07-14,6920.8735,8055.8207,-0.04458184623734662,0.11209623181769857,0.035,1.0
2021-07-15,7241.6231,2022-07-15,6852.8163,8055.8207,-0.053690560062425674,0.11243302623689444,0.035,1.0
2021-07-16,7228.3631,2022-07-16,6953.9319,8055.8207,-0.03796588469663342,0.11447371812298712,0.035,1.0
2021-07-19,7205.2678,2022-07-19,7009.3239,8055.8207,-0.027194533976932722,0.1180459801924365,0.035,1.0
2021-07-20,7253.2763,2022-07-20,7110.1043,8055.8207,-0.019738941973022617,0.11064577810168341,0.035,1.0
2021-07-21,7398.8084,2022-07-21,7075.2943,8055.8207,-0.04372516255455405,0.08879974510490096,0.005,0.0
2021-07-22,7446.4812,2022-07-22,7034.5975,8055.8207,-0.05531252801658859,0.08182918664993077,0.005,0.0
2021-07-23,7379.7905,2022-07-23,6948.9088,8055.8207,-0.05838671165529696,0.09160560858739819,0.005,0.0
2021-07-26,7286.1475,2022-07-26,7027.4189,8055.8207,-0.03550965719538346,0.10563513845965922,0.035,1.0
2021-07-27,7093.8696,2022-07-27,7099.4335,8055.8207,0.0007843251023391673,0.13560315515244326,0.035,1.0
2021-07-28,6945.5087,2022-07-28,7150.198,8055.8207,0.029470742726159127,0.15986042894165542,0.035,1.0
2021-07-29,7207.4826,2022-07-29,7117.4341,8055.8207,-0.01249375197936653,0.11770241387748892,0.035,1.0
2021-07-30,7262.383,2022-07-30,7180.4544,8055.8207,-0.011281228213934735,0.10925307850054189,0.035,1.0
2021-08-02,7402.3541,2022-08-02,6957.9819,8055.8207,-0.060031200074581625,0.08827821408867753,0.005,0.0
2021-08-03,7308.9553,2022-08-03,6916.6704,8055.8207,-0.05367181545083466,0.10218497300154517,0.035,1.0
2021-08-04,7478.2072,2022-08-04,6960.3118,8055.8207,-0.06925395166905768,0.07723956886351058,0.005,0.0
2021-08-05,7447.9394,2022-08-05,7090.0027,8055.8207,-0.048058487156863894,0.08161737996955232,0.005,0.0
2021-08-06,7482.1737,2022-08-06,7176.105,8055.8207,-0.04090638793910928,0.07666849541330478,0.005,0.0
2021-08-09,7507.0824,2022-08-09,7207.3961,8055.8207,-0.03992047562978662,0.07309608057585737,0.005,0.0
2021-08-10,7549.552,2022-08-10,7212.0752,8055.8207,-0.04470156639758216,0.06705943610958642,0.005,0.0
2021-08-11,7605.9175,2022-08-11,7294.4863,8055.8207,-0.04094590823526545,0.05915173284485409,0.005,0.0
2021-08-12,7657.5268,2022-08-12,7228.8345,8055.8207,-0.05598312760720603,0.05201338635863473,0.005,0.0
2021-08-13,7641.9169,2022-08-13,7283.5,8055.8207,-0.04690143908788125,0.05416230056100191,0.005,0.0
2021-08-16,7568.1374,2022-08-16,7324.6198,8055.8207,-0.03217668854690714,0.06443901243124905,0.005,0.0
2021-08-17,7360.033,2022-08-17,7328.6735,8055.8207,-0.004260782526382734,0.09453594841218771,0.005,0.0
2021-08-18,7405.4856,2022-08-18,7351.4373,8055.8207,-0.0072984140297295275,0.08781802235899283,0.005,0.0
2021-08-19,7468.7727,2022-08-19,7234.4052,8055.8207,-0.03137965358083539,0.07860033014527268,0.005,0.0
2021-08-20,7467.3611,2022-08-20,7288.5766,8055.8207,-0.02394212595397316,0.07880422442675239,0.005,0.0
2021-08-23,7652.5587,2022-08-23,7306.0209,8055.8207,-0.04528391268661547,0.052696361545060855,0.005,0.0
2021-08-24,7715.0732,2022-08-24,7039.4103,8055.8207,-0.08757699149244624,0.04416646364418164,0.005,0.0
2021-08-25,7769.6268,2022-08-25,7016.3057,8055.8207,-0.09695717946195304,0.036834960979078124,0.005,0.0
2021-08-26,7669.5282,2022-08-26,6980.1803,8055.8207,-0.08988139583344901,0.05036717903977461,0.005,0.0
2021-08-27,7680.0781,2022-08-27,7021.3148,8055.8207,-0.08577559907886867,0.0489243201836711,0.005,0.0
2021-08-30,7727.7454,2022-08-30,6976.7218,8055.8207,-0.09718534464140083,0.042454206630565317,0.005,0.0
2021-08-31,7728.4217,2022-08-31,6750.7429,8055.8207,-0.1265043288204627,0.04236298337602373,0.005,0.0
2021-09-01,7606.8742,2022-09-01,6717.1001,8055.8207,-0.11696974034354357,0.059018525638296904,0.005,0.0
2021-09-02,7690.8589,2022-09-02,6776.8268,8055.8207,-0.11884655691706947,0.0474539716233775,0.005,0.0
2021-09-03,7630.8413,2022-09-03,6791.0921,8055.8207,-0.11004673888316874,0.055692338929915985,0.005,0.0
2021-09-06,7735.0996,2022-09-06,6919.6464,8055.8207,-0.10542245635725234,0.0414630860086147,0.005,0.0
2021-09-07,7878.3488,2022-09-07,6963.5196,8055.8207,-0.11611940816837152,0.0225265350018522,0.005,0.0
2021-09-08,7894.2516,2022-09-08,6897.0996,8055.8207,-0.12631368374425767,0.020466677297186875,0.005,0.0
2021-09-09,7900.2375,2022-09-09,6913.579,8055.8207,-0.12488972641645268,0.019693483898427067,0.005,0.0
2021-09-10,7932.6512,2022-09-10,6904.0775,8055.8207,-0.1296632959230578,0.015526902279530352,0.005,0.0
2021-09-13,7947.4812,2022-09-13,6904.0775,8055.8207,-0.13128734422171384,0.013631929069552351,0.005,0.0
2021-09-14,7916.896,2022-09-14,6829.5579,8055.8207,-0.13734399188772972,0.017547874823668375,0.005,0.0
2021-09-15,7972.2325,2022-09-15,6619.1888,8055.8207,-0.16971954844518145,0.01048491749331193,0.005,0.0
2021-09-16,7754.9469,2022-09-16,6481.2442,8055.8207,-0.16424389701494924,0.038797660884048124,0.005,0.0
2021-09-17,7730.2239,2022-09-17,6399.8014,8055.8207,-0.1721065931867769,0.04211997016024349,0.005,0.0
2021-09-22,7769.0601,2022-09-22,6487.2748,8055.8207,-0.16498589063559943,0.03691059102503291,0.005,0.0
2021-09-23,7806.8018,2022-09-23,6363.6835,8055.8207,-0.1848539692656217,0.0318976844013128,0.005,0.0
2021-09-24,7695.6176,2022-09-24,6283.5925,8055.8207,-0.1834843119024001,0.04680626282678091,0.005,0.0
2021-09-27,7467.8178,2022-09-27,6409.776,8055.8207,-0.14168018400234672,0.07873824934507656,0.005,0.0
2021-09-28,7468.7328,2022-09-28,6211.1091,8055.8207,-0.1683851509589418,0.07860609232131055,0.005,0.0
2021-09-29,7199.1794,2022-09-29,6228.7788,8055.8207,-0.13479322379436742,0.11899152006130032,0.035,1.0
2021-09-30,7405.4623,2022-09-30,6124.8639,8055.8207,-0.17292619260245234,0.08782144498932909,0.005,0.0
2021-10-08,7425.6688,2022-10-08,5984.5008,8055.8207,-0.19407921883076718,0.08486129895801442,0.005,0.0
2021-10-11,7384.8436,2022-10-11,6017.7194,8055.8207,-0.18512568092843562,0.09085867438005057,0.005,0.0
2021-10-12,7208.473,2022-10-12,6192.6534,8055.8207,-0.14092021985793657,0.11754884841768853,0.035,1.0
2021-10-13,7289.3627,2022-10-13,6252.2225,8055.8207,-0.14228132728256204,0.10514746371448913,0.035,1.0
2021-10-14,7342.2544,2022-10-14,6406.4573,8055.8207,-0.12745364693438022,0.0971862674766486,0.005,0.0
2021-10-15,7350.4129,2022-10-15,6472.4511,8055.8207,-0.11944387505088316,0.09596845913241148,0.005,0.0
2021-10-18,7429.6256,2022-10-18,6508.5038,8055.8207,-0.12397957172969787,0.08428353374899533,0.005,0.0
2021-10-19,7504.0545,2022-10-19,6461.1462,8055.8207,-0.13897930778621082,0.07352907684772281,0.005,0.0
2021-10-20,7523.5614,2022-10-20,6429.7042,8055.8207,-0.1453908783146236,0.07074565776787578,0.005,0.0
2021-10-21,7503.5343,2022-10-21,6432.3255,8055.8207,-0.1427605655111086,0.07360350175250074,0.005,0.0
2021-10-22,7438.4806,2022-10-22,6378.4323,8055.8207,-0.14250871340579951,0.08299276871139516,0.005,0.0
2021-10-25,7532.3726,2022-10-25,6355.7784,8055.8207,-0.15620499177111868,0.06949312358764637,0.005,0.0
2021-10-26,7508.6886,2022-10-26,6491.6916,8055.8207,-0.1354426923497667,0.07286653224638995,0.005,0.0
2021-10-27,7433.5459,2022-10-27,6461.6098,8055.8207,-0.13074999644516894,0.08371170480026224,0.005,0.0
2021-10-28,7267.8506,2022-10-28,6239.9316,8055.8207,-0.14143369980665255,0.1084185880210582,0.035,1.0
2021-10-29,7385.3049,2022-10-29,6292.6191,8055.8207,-0.147954054002564,0.09079053730063325,0.005,0.0
2021-11-01,7455.6105,2022-11-01,6439.8223,8055.8207,-0.13624480517054904,0.08050450060394132,0.005,0.0
2021-11-02,7368.5999,2022-11-02,6524.5136,8055.8207,-0.11455178886833028,0.09326341629703627,0.005,0.0
2021-11-03,7385.1994,2022-11-03,6566.8413,8055.8207,-0.11081056254215704,0.09080611960186213,0.005,0.0
2021-11-04,7483.6923,2022-11-04,6709.6446,8055.8207,-0.10343125678750853,0.07645001652459715,0.005,0.0
2021-11-05,7389.5866,2022-11-05,6713.6375,8055.8207,-0.09147319553708189,0.09015850764912892,0.005,0.0
2021-11-08,7422.9067,2022-11-08,6694.9562,8055.8207,-0.09806811932581616,0.08526498116970815,0.005,0.0
2021-11-09,7531.9583,2022-11-09,6676.0079,8055.8207,-0.11364247728243537,0.06955195171486817,0.005,0.0
2021-11-10,7535.2279,2022-11-10,6603.3086,8055.8207,-0.12367499860223197,0.06908786395166633,0.005,0.0
2021-11-11,7593.7315,2022-11-11,6643.4817,8055.8207,-0.12513608098995854,0.06085140092193142,0.005,0.0
2021-11-12,7697.8082,2022-11-12,6599.6655,8055.8207,-0.14265654215702595,0.04650836844700801,0.005,0.0
2021-11-15,7676.4847,2022-11-15,6752.5127,8055.8207,-0.12036394731562483,0.04941532678362526,0.005,0.0
2021-11-16,7589.1814,2022-11-16,6702.041,8055.8207,-0.11689540060275805,0.061487435258827716,0.005,0.0
2021-11-17,7725.0924,2022-11-17,6714.5035,8055.8207,-0.13081900483157982,0.04281221283515002,0.005,0.0
2021-11-18,7714.7966,2022-11-18,6658.4005,8055.8207,-0.13693116679187622,0.04420390033354882,0.005,0.0
2021-11-19,7803.7626,2022-11-19,6689.3254,8055.8207,-0.14280767587676235,0.03229956021470981,0.005,0.0
2021-11-22,7947.3717,2022-11-22,6583.2332,8055.8207,-0.17164649540677712,0.013645895032190491,0.005,0.0
2021-11-23,7941.5587,2022-11-23,6567.9934,8055.8207,-0.17295915724957112,0.014387855623355206,0.005,0.0
2021-11-24,7938.7737,2022-11-24,6586.8576,8055.8207,-0.17029281235211424,0.014743712873438009,0.005,0.0
2021-11-25,7925.7602,2022-11-25,6512.1619,8055.8207,-0.17835491666780423,0.016409845455581662,0.005,0.0
2021-11-26,7940.7888,2022-11-26,6492.712,8055.8207,-0.18235931422832952,0.014486205702889388,0.005,0.0
2021-11-29,7999.8331,2022-11-29,6594.3225,8055.8207,-0.17569249038458057,0.00699859600820929,0.005,0.0
2021-11-30,8054.2904,2022-11-30,6590.3067,8055.8207,-0.1817644543832191,0.00018999811578690462,0.005,0.0
2021-12-01,8055.8207,2022-12-01,6658.4265,8055.8207,-0.17346391535253514,0.0,0.005,0.0
2021-12-02,7968.235,2022-12-02,6680.5415,8023.9634,-0.1616033538167485,0.006993819835885873,0.005,0.0
2021-12-03,8023.9634,2022-12-03,6714.367,8023.9634,-0.1632106646947068,0.0,0.005,0.0
2021-12-06,7906.7563,2022-12-06,6703.5524,8010.3235,-0.1521741475704772,0.013098569890158451,0.005,0.0
2021-12-07,7781.4416,2022-12-07,6705.2873,8010.3235,-0.1382975488757765,0.029413817100420125,0.005,0.0
2021-12-08,7922.5518,2022-12-08,6662.3441,8010.3235,-0.1590658832928047,0.011078715824868413,0.005,0.0
2021-12-09,7931.7565,2022-12-09,6680.3752,8010.3235,-0.15776849680143357,0.00990537215810905,0.005,0.0
2021-12-10,7949.1249,2022-12-10,6655.6737,8010.3235,-0.1627161752106826,0.007698784554259541,0.005,0.0
2021-12-13,7984.8993,2022-12-13,6593.6675,8010.3235,-0.17423285475873196,0.0031840351449392568,0.005,0.0
2021-12-14,7981.8275,2022-12-14,6570.0183,8010.3235,-0.17687793929397755,0.0035701097273777016,0.005,0.0
2021-12-15,7955.5813,2022-12-15,6597.5505,8010.3235,-0.1707016431344872,0.0068809805262124435,0.005,0.0
2021-12-16,8005.9752,2022-12-16,6519.4361,8010.3235,-0.18567870407592568,0.0005431318348325664,0.005,0.0
2021-12-17,7894.1034,2022-12-17,6390.77,8010.3235,-0.19043751061076797,0.014722393932666389,0.005,0.0
2021-12-20,7751.9508,2022-12-20,6341.5833,8010.3235,-0.18193710672157515,0.03333002319880585,0.005,0.0
2021-12-21,7849.0325,2022-12-21,6289.1361,8010.3235,-0.19873741126693012,0.020549156854682504,0.005,0.0
2021-12-22,7930.8115,2022-12-22,6186.9277,8010.3235,-0.21988718304551802,0.010025707961915487,0.005,0.0
2021-12-23,7932.6616,2022-12-23,6160.7451,8010.3235,-0.22336973254979142,0.00979014407976253,0.005,0.0
2021-12-24,7776.6064,2022-12-24,6275.5244,8010.3235,-0.19302532786023474,0.03005386771278551,0.005,0.0
2021-12-27,7776.4312,2022-12-27,6325.6279,8010.3235,-0.1865641529754677,0.03007707442972052,0.005,0.0
2021-12-28,7863.5299,2022-12-28,6268.4658,8010.3235,-0.20284326762717597,0.018667646955853767,0.005,0.0
2021-12-29,7855.4293,2022-12-29,6261.8292,8010.3235,-0.2028660737866993,0.019718107576883304,0.005,0.0
2021-12-30,7924.5275,2022-12-30,6281.6209,8010.3235,-0.2073191871692035,0.010826639190790965,0.005,0.0
2021-12-31,8010.3235,2022-12-31,6423.7013,8010.3235,-0.1980721752373672,0.0,0.005,0.0
2022-01-04,7983.0677,2023-01-04,6421.2767,7983.0677,-0.19563795005772022,0.0,0.005,0.0
2022-01-05,7781.6778,2023-01-05,6485.4688,7844.5166,-0.16657191846210861,0.008075225114049234,0.005,0.0
2022-01-06,7844.5166,2023-01-06,6500.3203,7844.5166,-0.1713548926647691,0.0,0.005,0.0
2022-01-07,7682.6973,2023-01-07,6535.7493,7808.0861,-0.14928975530508004,0.01632093457593342,0.005,0.0
2022-01-10,7734.1865,2023-01-10,6540.2008,7808.0861,-0.15437767113580725,0.009554928627593995,0.005,0.0
2022-01-11,7646.6932,2023-01-11,6486.9049,7808.0861,-0.15167187562853957,0.021106234522394685,0.005,0.0
2022-01-12,7779.5237,2023-01-12,6489.5702,7808.0861,-0.16581394308240227,0.0036714844123426627,0.005,0.0
2022-01-13,7644.7873,2023-01-13,6517.5132,7808.0861,-0.14745656821609665,0.02136080358965642,0.005,0.0
2022-01-14,7675.3707,2023-01-14,6591.8056,7808.0861,-0.14117430184837854,0.01729107364156368,0.005,0.0
2022-01-17,7808.0861,2023-01-17,6597.4946,7808.0861,-0.15504330824425727,0.0,0.005,0.0
2022-01-18,7758.6048,2023-01-18,6613.005,7758.6048,-0.1476553877315674,0.0,0.005,0.0
2022-01-19,7665.1848,2023-01-19,6676.0803,7665.1848,-0.12903857190762058,0.0,0.005,0.0
2022-01-20,7492.6095,2023-01-20,6736.8515,7492.6095,-0.10086712780106843,0.0,0.005,0.0
2022-01-21,7388.7443,2023-01-21,6786.453,7450.3998,-0.08151470338471445,0.008344516672474267,0.005,0.0
2022-01-24,7425.402,2023-01-24,6786.453,7450.3998,-0.08604907855493882,0.0033665248022936023,0.005,0.0
2022-01-25,7133.0663,2023-01-25,6786.453,7450.3998,-0.048592468571335146,0.04448767005011578,0.005,0.0
2022-01-26,7171.0289,2023-01-26,6786.453,7450.3998,-0.05362911032195117,0.0389582727800748,0.005,0.0
2022-01-27,6960.1096,2023-01-27,6786.453,7450.3998,-0.024950268024514943,0.07044288497985729,0.005,0.0
2022-01-28,6973.0104,2023-01-28,6786.453,7450.3998,-0.02675421221227492,0.06846245346199398,0.005,0.0
2022-02-07,7061.6204,2023-02-07,6924.3213,7450.3998,-0.01944300206224625,0.05505526748506617,0.005,0.0
2022-02-08,7080.6181,2023-02-08,6877.7247,7450.3998,-0.02865475826185282,0.05222449435593779,0.005,0.0
2022-02-09,7211.4299,2023-02-09,6999.1821,7450.3998,-0.029432138000814567,0.03313765831655657,0.005,0.0
2022-02-10,7175.6171,2023-02-10,6975.3945,7450.3998,-0.02790318898147448,0.03829394687183063,0.005,0.0
