,初始指数,到期日期,终止指数,敲入日期,敲入点位,敲出日期,敲出点位,敲入敲出状态,敲出所需时间（月度）,完成周期,绝对收益率,年化收益率,得到高票息,敲出,PE_TTM
2015-09-01,2230.32,2017-09-01,2710.12,2016-01-13,2105.51,2015-12-01,2344.83,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.6541
2015-09-02,2243.63,2017-09-04,2711.35,2015-09-29,2127.2,2015-12-02,2458.41,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.8146
2015-09-07,2133.98,2017-09-07,2691.83,2016-01-26,1951.61,2015-12-07,2395.58,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.2966
2015-09-08,2180.13,2017-09-08,2686.69,2016-01-15,2070.93,2015-12-08,2364.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4406
2015-09-09,2211.2,2017-09-11,2674.75,2016-01-15,2070.93,2015-12-09,2369.74,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.5793
2015-09-10,2208.48,2017-09-11,2674.75,2016-01-15,2070.93,2015-12-10,2357.21,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.5204
2015-09-11,2195.39,2017-09-11,2674.75,2016-01-15,2070.93,2015-12-11,2342.45,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4475
2015-09-14,2228.15,2017-09-14,2672.84,2016-01-13,2105.51,2015-12-14,2414.92,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.5133
2015-09-15,2175.17,2017-09-15,2668.38,2016-01-21,2040.98,2015-12-15,2383.83,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.3835
2015-09-16,2241.95,2017-09-18,2674.18,2015-09-29,2127.2,2015-12-16,2376.54,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.6234
2015-09-17,2194.82,2017-09-18,2674.18,2016-01-15,2070.93,2015-12-17,2408.32,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4516
2015-09-18,2198.99,2017-09-18,2674.18,2016-01-15,2070.93,2015-12-18,2422.84,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4211
2015-09-21,2214.45,2017-09-21,2675.55,2016-01-15,2070.93,2015-12-21,2500.06,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4644
2015-09-22,2237.31,2017-09-22,2679.05,2016-01-11,2120.23,2015-12-22,2496.05,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.5523
2015-09-23,2178.55,2017-09-25,2680.65,2016-01-18,2069.28,2015-12-23,2503.06,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.3143
2015-09-24,2188.09,2017-09-25,2680.65,2016-01-15,2070.93,2015-12-24,2481.75,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.3442
2015-09-25,2183.4,2017-09-25,2680.65,2016-01-15,2070.93,2015-12-25,2492.34,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.3617
2015-09-28,2169.94,2017-09-28,2661.28,2016-01-21,2040.98,2015-12-28,2411.41,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.2842
2015-09-29,2127.2,2017-09-29,2672.33,2016-01-26,1951.61,2015-12-29,2432.88,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.0988
2015-09-30,2146.12,2017-10-09,2692.08,2016-01-26,1951.61,2015-12-30,2432.77,不敲入，敲出,3.0,1,0.00125,0.005,1,1,9.4451
2015-10-08,2191.34,2017-10-09,2692.08,2016-01-15,2070.93,2016-11-08,2282.42,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,9.6501
2015-10-09,2219.29,2017-10-09,2692.08,2016-01-13,2105.51,2016-12-09,2411.31,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,9.764
2015-10-12,2283.43,2017-10-12,2718.35,2016-01-11,2120.23,2016-12-12,2387.16,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,10.0238
2015-10-13,2270.95,2017-10-13,2713.38,2016-01-11,2120.23,2016-12-13,2372.93,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,9.9522
2015-10-14,2253.91,2017-10-16,2726.64,2016-01-11,2120.23,2016-12-14,2360.38,敲入，敲出,14.0,1,0.013333333333333332,0.011428571428571427,1,1,9.9084
2015-10-15,2297.9,2017-10-16,2726.64,2016-01-07,2180.59,2017-02-15,2372.19,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,10.0664
2015-10-16,2323.78,2017-10-16,2726.64,2016-01-07,2180.59,2017-06-16,2452.79,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.1773
2015-10-19,2318.47,2017-10-19,2756.04,2016-01-07,2180.59,2017-02-20,2394.12,敲入，敲出,16.0,1,0.021666666666666667,0.01625,1,1,10.1449
2015-10-20,2337.08,2017-10-20,2737.64,2016-01-07,2180.59,2017-06-20,2474.43,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.2345
2015-10-21,2340.36,2017-10-23,2734.37,2016-01-07,2180.59,2017-06-21,2497.25,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.3344
2015-10-22,2331.79,2017-10-23,2734.37,2016-01-07,2180.59,2017-06-22,2516.67,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.2479
2015-10-23,2343.97,2017-10-23,2734.37,2016-01-07,2180.59,2017-06-23,2529.1,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.2689
2015-10-26,2350.02,2017-10-26,2771.04,2016-01-07,2180.59,2017-05-26,2471.21,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.2962
2015-10-27,2349.9,2017-10-27,2814.27,2016-01-07,2180.59,2017-05-31,2479.08,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.2724
2015-10-28,2310.7,2017-10-30,2809.11,2016-01-07,2180.59,2016-11-28,2403.14,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.1448
2015-10-29,2307.35,2017-10-30,2809.11,2016-01-07,2180.59,2016-11-29,2441.58,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.1159
2015-10-30,2312.97,2017-10-30,2809.11,2016-01-07,2180.59,2016-11-30,2419.41,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,10.1102
2015-11-02,2280.09,2017-11-02,2794.1,2016-01-11,2120.23,2016-12-02,2416.51,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,9.9577
2015-11-03,2271.65,2017-11-03,2800.47,2016-01-11,2120.23,2016-12-05,2375.26,敲入，敲出,13.0,1,0.009166666666666667,0.008461538461538461,1,1,9.8965
2015-11-04,2370.5,2017-11-06,2792.22,2016-01-07,2180.59,2017-06-05,2450.35,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.3004
2015-11-05,2440.65,2017-11-06,2792.22,2016-01-04,2270.46,2017-07-05,2548.1,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.5891
2015-11-06,2493.48,2017-11-06,2792.22,2015-11-27,2334.44,2017-08-07,2634.18,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,10.7596
2015-11-09,2534.08,2017-11-09,2832.96,2015-11-27,2334.44,2017-08-09,2620.38,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,10.9955
2015-11-10,2522.68,2017-11-10,2862.34,2015-11-27,2334.44,2017-08-10,2611.34,敲入，敲出,21.0,1,0.042499999999999996,0.024285714285714285,1,1,10.9375
2015-11-11,2505.83,2017-11-13,2873.51,2015-11-27,2334.44,2017-09-11,2674.75,敲入，敲出,22.0,1,0.04666666666666666,0.025454545454545452,1,1,10.8615
2015-11-12,2476.43,2017-11-13,2873.51,2015-11-27,2334.44,2017-07-12,2565.14,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.7324
2015-11-13,2447.77,2017-11-13,2873.51,2016-01-04,2270.46,2017-07-13,2600.95,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.5917
2015-11-16,2447.29,2017-11-16,2879.4,2016-01-04,2270.46,2017-07-17,2631.41,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6221
2015-11-17,2453.26,2017-11-17,2938.8,2016-01-04,2270.46,2017-07-17,2631.41,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6551
2015-11-18,2439.45,2017-11-20,2941.15,2016-01-04,2270.46,2017-07-18,2624.31,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6198
2015-11-19,2468.49,2017-11-20,2941.15,2015-11-27,2334.44,2017-07-19,2657.89,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6906
2015-11-20,2466.76,2017-11-20,2941.15,2015-11-27,2334.44,2017-07-20,2665.45,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6626
2015-11-23,2456.84,2017-11-23,2940.73,2016-01-04,2270.46,2017-07-24,2654.38,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.6157
2015-11-24,2447.9,2017-11-24,2936.83,2016-01-04,2270.46,2017-06-26,2543.32,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.5832
2015-11-25,2459.56,2017-11-27,2917.31,2015-11-27,2334.44,2017-06-26,2543.32,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.636
2015-11-26,2450.96,2017-11-27,2917.31,2016-01-04,2270.46,2017-06-26,2543.32,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.6131
2015-11-27,2334.44,2017-11-27,2917.31,2016-01-07,2180.59,2017-05-31,2479.08,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.1141
2015-11-30,2336.29,2017-11-30,2863.45,2016-01-07,2180.59,2016-11-30,2419.41,敲入，敲出,12.0,1,0.005,0.005,1,1,10.1487
2015-12-01,2344.83,2017-12-01,2842.18,2016-01-07,2180.59,2016-12-01,2431.31,敲入，敲出,12.0,1,0.005,0.005,1,1,10.146
2015-12-02,2458.41,2017-12-04,2861.36,2016-01-04,2270.46,2017-07-03,2534.37,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.6097
2015-12-03,2461.45,2017-12-04,2861.36,2016-01-04,2270.46,2017-08-03,2646.22,敲入，敲出,20.0,1,0.03833333333333333,0.023,1,1,10.7339
2015-12-04,2397.56,2017-12-04,2861.36,2016-01-04,2270.46,2017-07-04,2511.15,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.4425
2015-12-07,2395.58,2017-12-07,2848.89,2016-01-04,2270.46,2017-06-07,2484.03,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.3968
2015-12-08,2364.34,2017-12-08,2865.34,2016-01-07,2180.59,2017-06-08,2507.03,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.2303
2015-12-09,2369.74,2017-12-11,2899.1,2016-01-07,2180.59,2017-06-09,2519.27,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.2702
2015-12-10,2357.21,2017-12-11,2899.1,2016-01-07,2180.59,2017-06-12,2521.17,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.2106
2015-12-11,2342.45,2017-12-11,2899.1,2016-01-07,2180.59,2017-06-12,2521.17,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.1514
2015-12-14,2414.92,2017-12-14,2850.05,2016-01-04,2270.46,2017-07-14,2622.98,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.5678
2015-12-15,2383.83,2017-12-15,2820.17,2016-01-07,2180.59,2017-06-15,2461.97,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.4296
2015-12-16,2376.54,2017-12-18,2829.06,2016-01-07,2180.59,2017-06-16,2452.79,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.4245
2015-12-17,2408.32,2017-12-18,2829.06,2016-01-04,2270.46,2017-06-19,2484.12,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.5395
2015-12-18,2422.84,2017-12-18,2829.06,2016-01-04,2270.46,2017-07-18,2624.31,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.5656
2015-12-21,2500.06,2017-12-21,2895.37,2016-01-04,2270.46,2017-07-21,2639.21,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.7921
2015-12-22,2496.05,2017-12-22,2880.77,2016-01-04,2270.46,2017-07-24,2654.38,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.7681
2015-12-23,2503.06,2017-12-25,2880.1,2016-01-04,2270.46,2017-07-24,2654.38,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.7861
2015-12-24,2481.75,2017-12-25,2880.1,2016-01-04,2270.46,2017-07-24,2654.38,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.717
2015-12-25,2492.34,2017-12-25,2880.1,2016-01-04,2270.46,2017-07-25,2643.07,敲入，敲出,19.0,1,0.03416666666666667,0.021578947368421055,1,1,10.7344
2015-12-28,2411.41,2017-12-28,2859.05,2016-01-04,2270.46,2017-06-28,2537.64,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.4527
2015-12-29,2432.88,2017-12-29,2860.44,2016-01-04,2270.46,2017-06-29,2552.98,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.5267
2015-12-30,2432.77,2018-01-02,2908.73,2016-01-04,2270.46,2017-06-30,2549.97,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.5164
2015-12-31,2420.8,2018-01-02,2908.73,2016-01-04,2270.46,2017-06-30,2549.97,敲入，敲出,18.0,1,0.030000000000000006,0.020000000000000004,1,1,10.447
2016-01-04,2270.46,2018-01-04,2919.48,2016-01-11,2120.23,2016-12-05,2375.26,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,9.8934
2016-01-05,2288.11,2018-01-05,2932.36,2016-01-11,2120.23,2016-12-05,2375.26,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,9.9391
2016-01-06,2317.65,2018-01-08,2947.76,2016-01-07,2180.59,2017-04-06,2390.39,敲入，敲出,15.0,1,0.0175,0.014000000000000002,1,1,10.0963
2016-01-07,2180.59,2018-01-08,2947.76,2016-01-15,2070.93,2016-11-07,2276.95,敲入，敲出,10.0,1,0.004166666666666667,0.004999999999999999,1,1,9.5539
2016-01-08,2219.61,2018-01-08,2947.76,2016-01-13,2105.51,2016-12-08,2379.0,敲入，敲出,11.0,1,0.004583333333333333,0.005,1,1,9.7265
2016-01-11,2120.23,2018-01-11,2997.04,2016-01-26,1951.61,2016-09-12,2199.98,敲入，敲出,8.0,1,0.0033333333333333335,0.005,1,1,9.3305
2016-01-12,2131.37,2018-01-12,3018.6,2016-01-26,1951.61,2016-07-12,2200.35,敲入，敲出,6.0,1,0.0025,0.005,1,1,9.3758
2016-01-13,2105.51,2018-01-15,3048.81,2016-01-26,1951.61,2016-04-13,2171.32,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.2467
2016-01-14,2132.08,2018-01-15,3048.81,2016-01-26,1951.61,2016-08-15,2287.66,敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.334
2016-01-15,2070.93,2018-01-15,3048.81,2016-01-26,1951.61,2016-04-15,2182.07,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.0513
2016-01-18,2069.28,2018-01-18,3106.55,2016-01-26,1951.61,2016-04-18,2158.23,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.0232
2016-01-19,2128.57,2018-01-19,3117.82,2016-01-26,1951.61,2016-08-19,2249.34,敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.2697
2016-01-20,2088.72,2018-01-22,3130.33,2016-01-26,1951.61,2016-04-20,2154.89,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.1444
2016-01-21,2040.98,2018-01-22,3130.33,2016-01-28,1912.72,2016-04-21,2147.72,敲入，敲出,3.0,1,0.00125,0.005,1,1,8.9489
2016-01-22,2061.96,2018-01-22,3130.33,2016-01-26,1951.61,2016-04-22,2157.72,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.0486
2016-01-25,2065.44,2018-01-25,3157.46,2016-01-26,1951.61,2016-04-25,2148.28,敲入，敲出,3.0,1,0.00125,0.005,1,1,9.0664
2016-01-26,1951.61,2018-01-26,3172.78,1900-01-01,0.0,2016-04-26,2155.79,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5681
2016-01-27,1953.47,2018-01-29,3120.7,1900-01-01,0.0,2016-04-27,2145.38,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5896
2016-01-28,1912.72,2018-01-29,3120.7,1900-01-01,0.0,2016-04-28,2142.06,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.4475
2016-01-29,1973.01,2018-01-29,3120.7,1900-01-01,0.0,2016-04-29,2135.51,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.6671
2016-02-01,1937.07,2018-02-01,3141.23,1900-01-01,0.0,2016-05-03,2158.27,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.492
2016-02-02,1969.62,2018-02-02,3149.64,1900-01-01,0.0,2016-05-03,2158.27,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.6081
2016-02-03,1952.37,2018-02-05,3181.34,1900-01-01,0.0,2016-05-03,2158.27,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5147
2016-02-04,1974.24,2018-02-05,3181.34,1900-01-01,0.0,2016-05-04,2152.93,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5961
2016-02-05,1967.26,2018-02-05,3181.34,1900-01-01,0.0,2016-05-05,2152.88,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5635
2016-02-15,1948.28,2018-02-22,2931.88,1900-01-01,0.0,2016-05-16,2082.62,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.4732
2016-02-16,2000.9,2018-02-22,2931.88,1900-01-01,0.0,2016-05-16,2082.62,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.7023
2016-02-17,2014.44,2018-02-22,2931.88,1900-01-01,0.0,2016-05-17,2075.47,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.7797
2016-02-18,2009.27,2018-02-22,2931.88,1900-01-01,0.0,2016-05-18,2078.76,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.7489
2016-02-19,2004.11,2018-02-22,2931.88,1900-01-01,0.0,2016-05-19,2073.8,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.7169
2016-02-22,2053.86,2018-02-22,2931.88,2016-02-25,1932.6,2016-06-22,2115.77,敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,8.9435
2016-02-23,2029.52,2018-02-23,2957.17,1900-01-01,0.0,2016-06-23,2105.53,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,8.8459
2016-02-24,2041.39,2018-02-26,2973.79,2016-02-25,1932.6,2016-07-25,2159.55,敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,8.8965
2016-02-25,1932.6,2018-02-26,2973.79,1900-01-01,0.0,2016-05-25,2071.91,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.4554
2016-02-26,1955.4,2018-02-26,2973.79,1900-01-01,0.0,2016-05-26,2076.14,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5622
2016-02-29,1944.61,2018-02-28,2878.67,1900-01-01,0.0,2016-05-30,2092.16,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.5183
2016-03-01,1973.19,2018-03-01,2891.3,1900-01-01,0.0,2016-06-01,2138.96,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.6243
2016-03-02,2043.41,2018-03-02,2864.18,1900-01-01,0.0,2016-06-02,2137.65,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.9093
2016-03-03,2053.27,2018-03-05,2863.99,1900-01-01,0.0,2016-06-03,2152.64,不敲入，敲出,3.0,1,0.00125,0.005,1,1,8.9521
2016-03-04,2122.27,2018-03-05,2863.99,1900-01-01,0.0,2016-09-05,2228.72,不敲入，敲出,6.0,1,0.0025,0.005,1,1,9.2551
2016-03-07,2107.67,2018-03-07,2878.15,1900-01-01,0.0,2016-09-07,2236.55,不敲入，敲出,6.0,1,0.0025,0.005,1,1,9.2053
2016-03-08,2115.16,2018-03-08,2898.25,1900-01-01,0.0,2016-09-08,2236.63,不敲入，敲出,6.0,1,0.0025,0.005,1,1,9.2331
2016-03-09,2111.92,2018-03-09,2908.2,1900-01-01,0.0,2016-08-09,2175.35,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.235
2016-03-10,2061.45,2018-03-12,2909.58,1900-01-01,0.0,2016-07-11,2155.72,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.0256
2016-03-11,2070.72,2018-03-12,2909.58,1900-01-01,0.0,2016-07-11,2155.72,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.082
2016-03-14,2078.41,2018-03-14,2871.33,1900-01-01,0.0,2016-07-14,2195.23,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.1168
2016-03-15,2101.12,2018-03-15,2894.98,1900-01-01,0.0,2016-07-15,2192.39,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.1805
2016-03-16,2136.13,2018-03-16,2870.73,1900-01-01,0.0,2016-08-16,2257.7,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.3163
2016-03-17,2131.48,2018-03-19,2897.26,1900-01-01,0.0,2016-08-17,2253.74,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.2974
2016-03-18,2141.18,2018-03-19,2897.26,1900-01-01,0.0,2016-08-18,2244.72,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.3304
2016-03-21,2193.39,2018-03-21,2894.18,2016-05-09,2072.47,2016-11-21,2334.68,敲入，敲出,8.0,1,0.0033333333333333335,0.005,1,1,9.4819
2016-03-22,2173.26,2018-03-22,2866.67,1900-01-01,0.0,2016-10-24,2270.95,不敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.4096
2016-03-23,2175.28,2018-03-23,2791.47,1900-01-01,0.0,2016-08-23,2241.95,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.4183
2016-03-24,2137.59,2018-03-26,2738.87,1900-01-01,0.0,2016-08-24,2232.21,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.2648
2016-03-25,2149.2,2018-03-26,2738.87,1900-01-01,0.0,2016-08-25,2222.15,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.3103
2016-03-28,2123.04,2018-03-28,2694.83,1900-01-01,0.0,2016-08-29,2214.26,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.2329
2016-03-29,2106.86,2018-03-29,2738.79,1900-01-01,0.0,2016-08-29,2214.26,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.1596
2016-03-30,2157.53,2018-03-30,2722.15,1900-01-01,0.0,2016-08-30,2224.06,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.3775
2016-03-31,2156.54,2018-04-02,2711.37,1900-01-01,0.0,2016-08-31,2232.71,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.5586
2016-04-01,2167.78,2018-04-02,2711.37,1900-01-01,0.0,2016-11-01,2263.48,不敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.6099
2016-04-05,2180.26,2018-04-09,2715.73,2016-05-24,2066.64,2016-11-07,2276.95,敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.6556
2016-04-06,2168.04,2018-04-09,2715.73,1900-01-01,0.0,2016-11-07,2276.95,不敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.6172
2016-04-07,2139.4,2018-04-09,2715.73,1900-01-01,0.0,2016-09-07,2236.55,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.4997
2016-04-08,2123.8,2018-04-09,2715.73,1900-01-01,0.0,2016-09-08,2236.63,不敲入，敲出,5.0,1,0.0020833333333333333,0.004999999999999999,1,1,9.4319
2016-04-11,2148.44,2018-04-11,2785.34,1900-01-01,0.0,2016-11-11,2308.43,不敲入，敲出,7.0,1,0.002916666666666667,0.005,1,1,9.5393
2016-04-12,2143.9,2018-04-12,2749.7,1900-01-01,0.0,2016-08-12,2222.49,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.5239
2016-04-13,2171.32,2018-04-13,2726.4,1900-01-01,0.0,2016-08-15,2287.66,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.6568
2016-04-14,2178.87,2018-04-16,2664.7,2016-05-24,2066.64,2016-08-15,2287.66,敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.6726
2016-04-15,2182.07,2018-04-16,2664.7,2016-05-09,2072.47,2016-08-15,2287.66,敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.6627
2016-04-18,2158.23,2018-04-18,2653.77,1900-01-01,0.0,2016-08-18,2244.72,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.5462
2016-04-19,2163.61,2018-04-19,2682.55,1900-01-01,0.0,2016-08-19,2249.34,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.5605
2016-04-20,2154.89,2018-04-20,2647.38,1900-01-01,0.0,2016-08-22,2237.13,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.5038
2016-04-21,2147.72,2018-04-23,2664.92,1900-01-01,0.0,2016-08-22,2237.13,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4662
2016-04-22,2157.72,2018-04-23,2664.92,1900-01-01,0.0,2016-08-22,2237.13,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4857
2016-04-25,2148.28,2018-04-25,2702.98,1900-01-01,0.0,2016-08-25,2222.15,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4462
2016-04-26,2155.79,2018-04-26,2666.02,1900-01-01,0.0,2016-10-26,2257.12,不敲入，敲出,6.0,1,0.0025,0.005,1,1,9.4715
2016-04-27,2145.38,2018-04-27,2653.54,1900-01-01,0.0,2016-08-29,2214.26,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4345
2016-04-28,2142.06,2018-05-02,2652.73,1900-01-01,0.0,2016-08-29,2214.26,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.43
2016-04-29,2135.51,2018-05-02,2652.73,1900-01-01,0.0,2016-08-29,2214.26,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.3862
2016-05-03,2158.27,2018-05-03,2663.98,1900-01-01,0.0,2016-09-05,2228.72,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4778
2016-05-04,2152.93,2018-05-04,2646.35,1900-01-01,0.0,2016-09-05,2228.72,不敲入，敲出,4.0,1,0.0016666666666666668,0.005,1,1,9.4469
