    ,初始日期   ,初始指数  ,到期日期   ,到期指数  ,敲入日期 ,敲入点位 ,敲出日期   ,敲出点位  ,敲入敲出状态   ,敲出所需时间（月） ,绝对收益率            ,年化收益率             ,完成周期
  0 ,2018-01-02 ,2908.7318 ,2020-01-02 ,3090.8331 ,         ,         ,2019-07-02 ,2999.0759 ,未敲入，敲出   ,                18 ,0.11934246575342465   ,0.12                   ,True
  1 ,2018-01-03 ,2913.2596 ,2020-01-03 ,3078.2793 ,         ,         ,2019-11-04 ,3022.2749 ,未敲入，敲出   ,                22 ,0.1463013698630137    ,0.12                   ,True
  2 ,2018-01-04 ,2919.4787 ,2020-01-06 ,3056.8359 ,         ,         ,2019-11-04 ,3022.2749 ,未敲入，敲出   ,                22 ,0.14597260273972604   ,0.12                   ,True
  3 ,2018-01-05 ,2932.3558 ,2020-01-06 ,3056.8359 ,         ,         ,2019-11-05 ,3039.9772 ,未敲入，敲出   ,                22 ,0.14597260273972604   ,0.12                   ,True
  4 ,2018-01-08 ,2947.7613 ,2020-01-08 ,3037.8525 ,         ,         ,2019-11-08 ,3012.4594 ,未敲入，敲出   ,                22 ,0.14663013698630137   ,0.12                   ,True
  5 ,2018-01-09 ,2969.3175 ,2020-01-09 ,3067.5456 ,         ,         ,2020-01-09 ,3067.5456 ,未敲入，敲出   ,                24 ,0.16043835616438354   ,0.12                   ,True
  6 ,2018-01-10 ,2995.5641 ,2020-01-10 ,3067.881  ,         ,         ,2020-01-10 ,3067.881  ,未敲入，敲出   ,                24 ,0.16043835616438354   ,0.12                   ,True
  7 ,2018-01-11 ,2997.0448 ,2020-01-13 ,3090.1284 ,         ,         ,2020-01-13 ,3090.1284 ,未敲入，敲出   ,                24 ,0.16043835616438354   ,0.12                   ,True
  8 ,2018-01-12 ,3018.5957 ,2020-01-13 ,3090.1284 ,         ,         ,2020-01-13 ,3090.1284 ,未敲入，敲出   ,                24 ,0.16010958904109587   ,0.12                   ,True
  9 ,2018-01-15 ,3048.8075 ,2020-01-15 ,3058.0078 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,0.0030176716634291445 ,0.0022570699941631923  ,True
 10 ,2018-01-16 ,3063.8609 ,2020-01-16 ,3043.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.006778310333866666 ,-0.00506984277020765   ,True
 11 ,2018-01-17 ,3076.1819 ,2020-01-17 ,3053.1729 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.007479726735275305 ,-0.005594467742572718  ,True
 12 ,2018-01-18 ,3106.5516 ,2020-01-20 ,3065.9906 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.013056599478341147 ,-0.009765694281955981  ,True
 13 ,2018-01-19 ,3117.8212 ,2020-01-20 ,3065.9906 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.016623980874849287 ,-0.012459451785051314  ,True
 14 ,2018-01-22 ,3130.3299 ,2020-01-22 ,3017.8785 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.03592317857616234  ,-0.026868770861268963  ,True
 15 ,2018-01-23 ,3176.5042 ,2020-01-23 ,2932.4932 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.07681746493519515  ,-0.0574556858634144    ,True
 16 ,2018-01-24 ,3180.3318 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.14251302332668558  ,-0.10659273261114803   ,True
 17 ,2018-01-25 ,3157.4592 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.1363013970220105   ,-0.10215607785017214   ,True
 18 ,2018-01-26 ,3172.7776 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.14047139641933926  ,-0.10549806521205521   ,True
 19 ,2018-01-29 ,3120.6951 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.12612638767561746  ,-0.09491985876618633   ,True
 20 ,2018-01-30 ,3079.1178 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.11432648013661573  ,-0.0862172835741007    ,True
 21 ,2018-01-31 ,3116.8331 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.12504358991824094  ,-0.09449463834401231   ,True
 22 ,2018-02-01 ,3141.23   ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.13183908850991488  ,-0.09983665416207246   ,True
 23 ,2018-02-02 ,3149.6414 ,2020-02-03 ,2727.0931 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.1341575901307368   ,-0.10180357671043437   ,True
 24 ,2018-02-05 ,3181.3393 ,2020-02-05 ,2812.8993 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.11581285906850614  ,-0.087700609045653     ,True
 25 ,2018-02-06 ,3117.4905 ,2020-02-06 ,2854.8878 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.08423528475868647  ,-0.06378813057452398   ,True
 26 ,2018-02-07 ,3029.6011 ,2020-02-07 ,2851.7105 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.058717499145349406 ,-0.04446449624077289   ,True
 27 ,2018-02-08 ,2945.8438 ,2020-02-10 ,2850.0642 ,         ,         ,2019-11-08 ,3012.4594 ,未敲入，敲出   ,                21 ,0.13906849315068492   ,0.12                   ,True
 28 ,2018-02-09 ,2810.0273 ,2020-02-10 ,2850.0642 ,         ,         ,2019-04-09 ,2967.5136 ,未敲入，敲出   ,                14 ,0.09172602739726027   ,0.12                   ,True
 29 ,2018-02-12 ,2805.211  ,2020-02-12 ,2895.5859 ,         ,         ,2019-04-12 ,2920.5151 ,未敲入，敲出   ,                14 ,0.09238356164383561   ,0.12                   ,True
 30 ,2018-02-13 ,2852.7169 ,2020-02-13 ,2875.4794 ,         ,         ,2019-04-15 ,2924.9257 ,未敲入，敲出   ,                14 ,0.09238356164383561   ,0.12                   ,True
 31 ,2018-02-14 ,2871.7873 ,2020-02-14 ,2895.0644 ,         ,         ,2019-09-16 ,2982.4481 ,未敲入，敲出   ,                19 ,0.12657534246575342   ,0.12                   ,True
 32 ,2018-02-22 ,2931.8815 ,2020-02-24 ,2930.0332 ,         ,         ,2020-01-22 ,3017.8785 ,未敲入，敲出   ,                23 ,0.15452054794520548   ,0.12                   ,True
 33 ,2018-02-23 ,2957.171  ,2020-02-24 ,2930.0332 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.00917694648026779  ,-0.0068921511631640795 ,True
 34 ,2018-02-26 ,2973.7855 ,2020-02-26 ,2901.6734 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.02424926074863165  ,-0.018174497275668486  ,True
 35 ,2018-02-27 ,2927.0968 ,2020-02-27 ,2912.0364 ,         ,         ,2019-12-27 ,3017.7787 ,未敲入，敲出   ,                22 ,0.14794520547945206   ,0.12                   ,True
 36 ,2018-02-28 ,2878.6666 ,2020-02-28 ,2821.0419 ,         ,         ,2019-04-29 ,2939.405  ,未敲入，敲出   ,                14 ,0.09369863013698629   ,0.12                   ,True
 37 ,2018-03-01 ,2891.2982 ,2020-03-02 ,2907.8863 ,         ,         ,2019-07-01 ,3002.9395 ,未敲入，敲出   ,                16 ,0.10684931506849316   ,0.12                   ,True
 38 ,2018-03-02 ,2864.1834 ,2020-03-02 ,2907.8863 ,         ,         ,2019-07-02 ,2999.0759 ,未敲入，敲出   ,                16 ,0.10684931506849316   ,0.12                   ,True
 39 ,2018-03-05 ,2863.9909 ,2020-03-05 ,3018.0701 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                13 ,0.08778082191780821   ,0.12                   ,True
 40 ,2018-03-06 ,2892.4752 ,2020-03-06 ,2964.8348 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                13 ,0.08745205479452055   ,0.12                   ,True
 41 ,2018-03-07 ,2878.1506 ,2020-03-09 ,2868.8297 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                13 ,0.08712328767123287   ,0.12                   ,True
 42 ,2018-03-08 ,2898.2542 ,2020-03-09 ,2868.8297 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                13 ,0.0867945205479452    ,0.12                   ,True
 43 ,2018-03-09 ,2908.1974 ,2020-03-09 ,2868.8297 ,         ,         ,2019-04-09 ,2967.5136 ,未敲入，敲出   ,                13 ,0.0867945205479452    ,0.12                   ,True
 44 ,2018-03-12 ,2909.5793 ,2020-03-12 ,2841.9824 ,         ,         ,2019-09-12 ,2999.5617 ,未敲入，敲出   ,                18 ,0.12197260273972602   ,0.12                   ,True
 45 ,2018-03-13 ,2883.3771 ,2020-03-13 ,2798.7695 ,         ,         ,2019-09-16 ,2982.4481 ,未敲入，敲出   ,                18 ,0.12197260273972602   ,0.12                   ,True
 46 ,2018-03-14 ,2871.334  ,2020-03-16 ,2694.0229 ,         ,         ,2019-09-16 ,2982.4481 ,未敲入，敲出   ,                18 ,0.12164383561643835   ,0.12                   ,True
 47 ,2018-03-15 ,2894.9828 ,2020-03-16 ,2694.0229 ,         ,         ,2019-09-16 ,2982.4481 ,未敲入，敲出   ,                18 ,0.12131506849315069   ,0.12                   ,True
 48 ,2018-03-16 ,2870.7318 ,2020-03-16 ,2694.0229 ,         ,         ,2019-04-16 ,3023.0253 ,未敲入，敲出   ,                13 ,0.0867945205479452    ,0.12                   ,True
 49 ,2018-03-19 ,2897.2558 ,2020-03-19 ,2569.7891 ,         ,         ,2019-04-19 ,3042.4321 ,未敲入，敲出   ,                13 ,0.08745205479452055   ,0.12                   ,True
 50 ,2018-03-20 ,2904.3972 ,2020-03-20 ,2628.4161 ,         ,         ,2019-04-22 ,2970.488  ,未敲入，敲出   ,                13 ,0.08745205479452055   ,0.12                   ,True
 51 ,2018-03-21 ,2894.1835 ,2020-03-23 ,2559.6192 ,         ,         ,2019-04-22 ,2970.488  ,未敲入，敲出   ,                13 ,0.08712328767123287   ,0.12                   ,True
 52 ,2018-03-22 ,2866.6702 ,2020-03-23 ,2559.6192 ,         ,         ,2019-04-22 ,2970.488  ,未敲入，敲出   ,                13 ,0.0867945205479452    ,0.12                   ,True
 53 ,2018-03-23 ,2791.4674 ,2020-03-23 ,2559.6192 ,         ,         ,2019-04-23 ,2978.8451 ,未敲入，敲出   ,                13 ,0.0867945205479452    ,0.12                   ,True
 54 ,2018-03-26 ,2738.868  ,2020-03-26 ,2689.2803 ,         ,         ,2019-04-26 ,2892.8568 ,未敲入，敲出   ,                13 ,0.08745205479452055   ,0.12                   ,True
 55 ,2018-03-27 ,2747.5872 ,2020-03-27 ,2701.4447 ,         ,         ,2019-04-29 ,2939.405  ,未敲入，敲出   ,                13 ,0.08745205479452055   ,0.12                   ,True
 56 ,2018-03-28 ,2694.8259 ,2020-03-30 ,2690.042  ,         ,         ,2019-04-29 ,2939.405  ,未敲入，敲出   ,                13 ,0.08712328767123287   ,0.12                   ,True
 57 ,2018-03-29 ,2738.7906 ,2020-03-30 ,2690.042  ,         ,         ,2019-03-29 ,2838.5054 ,未敲入，敲出   ,                12 ,0.08021917808219177   ,0.12                   ,True
 58 ,2018-03-30 ,2722.153  ,2020-03-30 ,2690.042  ,         ,         ,2019-04-01 ,2892.619  ,未敲入，敲出   ,                12 ,0.08021917808219177   ,0.12                   ,True
 59 ,2018-04-02 ,2711.3735 ,2020-04-02 ,2719.8864 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                11 ,0.07331506849315068   ,0.12                   ,True
 60 ,2018-04-03 ,2697.272  ,2020-04-03 ,2708.8246 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                11 ,0.07298630136986302   ,0.12                   ,True
 61 ,2018-04-04 ,2702.3692 ,2020-04-07 ,2757.4064 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                11 ,0.07265753424657534   ,0.12                   ,True
 62 ,2018-04-09 ,2715.7318 ,2020-04-09 ,2752.588  ,         ,         ,2019-04-09 ,2967.5136 ,未敲入，敲出   ,                12 ,0.08054794520547945   ,0.12                   ,True
 63 ,2018-04-10 ,2780.8036 ,2020-04-10 ,2749.8466 ,         ,         ,2019-04-10 ,2979.0985 ,未敲入，敲出   ,                12 ,0.08054794520547945   ,0.12                   ,True
 64 ,2018-04-11 ,2785.3386 ,2020-04-13 ,2739.1666 ,         ,         ,2019-04-11 ,2928.4268 ,未敲入，敲出   ,                12 ,0.08054794520547945   ,0.12                   ,True
 65 ,2018-04-12 ,2749.6986 ,2020-04-13 ,2739.1666 ,         ,         ,2019-04-12 ,2920.5151 ,未敲入，敲出   ,                12 ,0.08054794520547945   ,0.12                   ,True
 66 ,2018-04-13 ,2726.3956 ,2020-04-13 ,2739.1666 ,         ,         ,2019-04-15 ,2924.9257 ,未敲入，敲出   ,                12 ,0.08054794520547945   ,0.12                   ,True
 67 ,2018-04-16 ,2664.7045 ,2020-04-16 ,2768.2616 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 68 ,2018-04-17 ,2635.7032 ,2020-04-17 ,2809.0757 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                11 ,0.07364383561643835   ,0.12                   ,True
 69 ,2018-04-18 ,2653.7691 ,2020-04-20 ,2819.7938 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                11 ,0.07331506849315068   ,0.12                   ,True
 70 ,2018-04-19 ,2682.5518 ,2020-04-20 ,2819.7938 ,         ,         ,2019-03-19 ,2806.8964 ,未敲入，敲出   ,                11 ,0.07331506849315068   ,0.12                   ,True
 71 ,2018-04-20 ,2647.3763 ,2020-04-20 ,2819.7938 ,         ,         ,2019-03-20 ,2812.9179 ,未敲入，敲出   ,                11 ,0.07331506849315068   ,0.12                   ,True
 72 ,2018-04-23 ,2664.9175 ,2020-04-23 ,2797.6612 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 73 ,2018-04-24 ,2722.8474 ,2020-04-24 ,2776.0245 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
 74 ,2018-04-25 ,2702.9802 ,2020-04-27 ,2805.2202 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                10 ,0.06673972602739726   ,0.12                   ,True
 75 ,2018-04-26 ,2666.0239 ,2020-04-27 ,2805.2202 ,         ,         ,2019-02-26 ,2733.9005 ,未敲入，敲出   ,                10 ,0.06673972602739726   ,0.12                   ,True
 76 ,2018-04-27 ,2653.5436 ,2020-04-27 ,2805.2202 ,         ,         ,2019-02-27 ,2750.3391 ,未敲入，敲出   ,                10 ,0.06673972602739726   ,0.12                   ,True
 77 ,2018-05-02 ,2652.7311 ,2020-05-06 ,2863.8452 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 78 ,2018-05-03 ,2663.9752 ,2020-05-06 ,2863.8452 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
 79 ,2018-05-04 ,2646.3548 ,2020-05-06 ,2863.8452 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                10 ,0.06673972602739726   ,0.12                   ,True
 80 ,2018-05-07 ,2683.8487 ,2020-05-07 ,2854.423  ,         ,         ,2019-03-07 ,2789.7001 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 81 ,2018-05-08 ,2722.88   ,2020-05-08 ,2873.0125 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 82 ,2018-05-09 ,2717.2393 ,2020-05-11 ,2871.8476 ,         ,         ,2019-04-09 ,2967.5136 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 83 ,2018-05-10 ,2729.4001 ,2020-05-11 ,2871.8476 ,         ,         ,2019-04-10 ,2979.0985 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 84 ,2018-05-11 ,2724.7162 ,2020-05-11 ,2871.8476 ,         ,         ,2019-04-11 ,2928.4268 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 85 ,2018-05-14 ,2753.5353 ,2020-05-14 ,2834.5328 ,         ,         ,2019-04-15 ,2924.9257 ,未敲入，敲出   ,                11 ,0.0743013698630137    ,0.12                   ,True
 86 ,2018-05-15 ,2750.8309 ,2020-05-15 ,2819.6911 ,         ,         ,2019-04-15 ,2924.9257 ,未敲入，敲出   ,                11 ,0.07397260273972603   ,0.12                   ,True
 87 ,2018-05-16 ,2716.7818 ,2020-05-18 ,2837.1721 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 88 ,2018-05-17 ,2700.8768 ,2020-05-18 ,2837.1721 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
 89 ,2018-05-18 ,2740.5347 ,2020-05-18 ,2837.1721 ,         ,         ,2019-03-18 ,2825.1837 ,未敲入，敲出   ,                10 ,0.06673972602739726   ,0.12                   ,True
 90 ,2018-05-21 ,2745.8041 ,2020-05-21 ,2846.8239 ,         ,         ,2019-03-21 ,2802.9647 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 91 ,2018-05-22 ,2728.0004 ,2020-05-22 ,2775.8096 ,         ,         ,2019-03-22 ,2795.3909 ,未敲入，敲出   ,                10 ,0.0673972602739726    ,0.12                   ,True
 92 ,2018-05-23 ,2683.6934 ,2020-05-25 ,2789.7095 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 9 ,0.060821917808219175  ,0.12                   ,True
 93 ,2018-05-24 ,2665.6758 ,2020-05-25 ,2789.7095 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 9 ,0.0604931506849315    ,0.12                   ,True
 94 ,2018-05-25 ,2661.2911 ,2020-05-25 ,2789.7095 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
 95 ,2018-05-28 ,2673.1985 ,2020-05-28 ,2809.6648 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 9 ,0.060821917808219175  ,0.12                   ,True
 96 ,2018-05-29 ,2663.4034 ,2020-05-29 ,2806.6643 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 9 ,0.0604931506849315    ,0.12                   ,True
 97 ,2018-05-30 ,2605.9005 ,2020-06-01 ,2870.3558 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
 98 ,2018-05-31 ,2658.2917 ,2020-06-01 ,2870.3558 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
 99 ,2018-06-01 ,2647.1867 ,2020-06-01 ,2870.3558 ,         ,         ,2019-03-01 ,2819.4681 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
100 ,2018-06-04 ,2694.577  ,2020-06-04 ,2883.3633 ,         ,         ,2019-03-04 ,2832.5878 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
101 ,2018-06-05 ,2707.0168 ,2020-06-05 ,2896.3495 ,         ,         ,2019-03-05 ,2828.8685 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
102 ,2018-06-06 ,2692.1807 ,2020-06-08 ,2909.5867 ,         ,         ,2019-03-06 ,2840.2717 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
103 ,2018-06-07 ,2695.2374 ,2020-06-08 ,2909.5867 ,         ,         ,2019-03-07 ,2789.7001 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
104 ,2018-06-08 ,2652.0823 ,2020-06-08 ,2909.5867 ,         ,         ,2019-04-08 ,2962.2749 ,未敲入，敲出   ,                10 ,0.06641095890410958   ,0.12                   ,True
105 ,2018-06-11 ,2660.4084 ,2020-06-11 ,2876.513  ,         ,         ,2019-04-11 ,2928.4268 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
106 ,2018-06-12 ,2687.7018 ,2020-06-12 ,2884.1157 ,         ,         ,2019-04-12 ,2920.5151 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
107 ,2018-06-13 ,2671.6265 ,2020-06-15 ,2838.6074 ,         ,         ,2019-04-15 ,2924.9257 ,未敲入，敲出   ,                10 ,0.06706849315068493   ,0.12                   ,True
108 ,2018-06-14 ,2671.2975 ,2020-06-15 ,2838.6074 ,         ,         ,2019-03-14 ,2729.1324 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
109 ,2018-06-15 ,2667.9751 ,2020-06-15 ,2838.6074 ,         ,         ,2019-03-15 ,2755.8053 ,未敲入，敲出   ,                 9 ,0.059835616438356165  ,0.12                   ,True
110 ,2018-06-19 ,2599.7801 ,2020-06-19 ,2925.9356 ,         ,         ,2019-03-19 ,2806.8964 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
111 ,2018-06-20 ,2598.328  ,2020-06-22 ,2921.8915 ,         ,         ,2019-03-20 ,2812.9179 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
112 ,2018-06-21 ,2579.0517 ,2020-06-22 ,2921.8915 ,         ,         ,2019-03-21 ,2802.9647 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
113 ,2018-06-22 ,2583.708  ,2020-06-22 ,2921.8915 ,         ,         ,2019-03-22 ,2795.3909 ,未敲入，敲出   ,                 9 ,0.06016438356164384   ,0.12                   ,True
114 ,2018-06-25 ,2536.4599 ,2020-06-29 ,2925.4834 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 8 ,0.05358904109589041   ,0.12                   ,True
115 ,2018-06-26 ,2506.7166 ,2020-06-29 ,2925.4834 ,         ,         ,2018-09-26 ,2582.7666 ,未敲入，敲出   ,                 3 ,0.0216986301369863    ,0.12                   ,True
116 ,2018-06-27 ,2452.6386 ,2020-06-29 ,2925.4834 ,         ,         ,2018-09-27 ,2575.4485 ,未敲入，敲出   ,                 3 ,0.0216986301369863    ,0.12                   ,True
117 ,2018-06-28 ,2425.1758 ,2020-06-29 ,2925.4834 ,         ,         ,2018-09-28 ,2606.6676 ,未敲入，敲出   ,                 3 ,0.0216986301369863    ,0.12                   ,True
118 ,2018-06-29 ,2479.9115 ,2020-06-29 ,2925.4834 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 8 ,0.05326027397260273   ,0.12                   ,True
119 ,2018-07-02 ,2386.3765 ,2020-07-02 ,3084.2381 ,         ,         ,2018-10-08 ,2486.8222 ,未敲入，敲出   ,                 3 ,0.02136986301369863   ,0.12                   ,True
120 ,2018-07-03 ,2388.9763 ,2020-07-03 ,3159.1583 ,         ,         ,2018-10-08 ,2486.8222 ,未敲入，敲出   ,                 3 ,0.02104109589041096   ,0.12                   ,True
121 ,2018-07-04 ,2368.4251 ,2020-07-06 ,3374.1362 ,         ,         ,2018-10-08 ,2486.8222 ,未敲入，敲出   ,                 3 ,0.020712328767123287  ,0.12                   ,True
122 ,2018-07-05 ,2374.3553 ,2020-07-06 ,3374.1362 ,         ,         ,2018-10-08 ,2486.8222 ,未敲入，敲出   ,                 3 ,0.020383561643835615  ,0.12                   ,True
123 ,2018-07-06 ,2402.617  ,2020-07-06 ,3374.1362 ,         ,         ,2018-10-08 ,2486.8222 ,未敲入，敲出   ,                 3 ,0.020054794520547942  ,0.12                   ,True
124 ,2018-07-09 ,2471.2851 ,2020-07-09 ,3442.0205 ,         ,         ,2019-02-11 ,2527.4736 ,未敲入，敲出   ,                 7 ,0.047013698630136984  ,0.12                   ,True
125 ,2018-07-10 ,2471.2299 ,2020-07-10 ,3351.78   ,         ,         ,2019-02-11 ,2527.4736 ,未敲入，敲出   ,                 7 ,0.04668493150684931   ,0.12                   ,True
126 ,2018-07-11 ,2432.2785 ,2020-07-13 ,3390.115  ,         ,         ,2019-02-11 ,2527.4736 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
127 ,2018-07-12 ,2474.6247 ,2020-07-13 ,3390.115  ,         ,         ,2019-02-12 ,2533.1817 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
128 ,2018-07-13 ,2476.8642 ,2020-07-13 ,3390.115  ,         ,         ,2019-02-13 ,2580.6116 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
129 ,2018-07-16 ,2448.765  ,2020-07-16 ,3162.0251 ,         ,         ,2019-02-18 ,2582.8512 ,未敲入，敲出   ,                 7 ,0.047013698630136984  ,0.12                   ,True
130 ,2018-07-17 ,2430.4445 ,2020-07-17 ,3185.8909 ,         ,         ,2018-11-19 ,2492.0842 ,未敲入，敲出   ,                 4 ,0.027616438356164383  ,0.12                   ,True
131 ,2018-07-18 ,2420.7591 ,2020-07-20 ,3287.915  ,         ,         ,2018-11-19 ,2492.0842 ,未敲入，敲出   ,                 4 ,0.02728767123287671   ,0.12                   ,True
132 ,2018-07-19 ,2426.1628 ,2020-07-20 ,3287.915  ,         ,         ,2018-11-19 ,2492.0842 ,未敲入，敲出   ,                 4 ,0.02695890410958904   ,0.12                   ,True
133 ,2018-07-20 ,2493.765  ,2020-07-20 ,3287.915  ,         ,         ,2019-02-20 ,2588.166  ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
134 ,2018-07-23 ,2526.8127 ,2020-07-23 ,3284.1103 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 7 ,0.047013698630136984  ,0.12                   ,True
135 ,2018-07-24 ,2563.5835 ,2020-07-24 ,3158.2854 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 7 ,0.04668493150684931   ,0.12                   ,True
136 ,2018-07-25 ,2563.6871 ,2020-07-27 ,3163.2306 ,         ,         ,2019-02-25 ,2787.6987 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
137 ,2018-07-26 ,2530.9913 ,2020-07-27 ,3163.2306 ,         ,         ,2019-02-26 ,2733.9005 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
138 ,2018-07-27 ,2525.0915 ,2020-07-27 ,3163.2306 ,         ,         ,2019-02-27 ,2750.3391 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
139 ,2018-07-30 ,2541.3081 ,2020-07-30 ,3231.5193 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 7 ,0.04635616438356164   ,0.12                   ,True
140 ,2018-07-31 ,2545.1243 ,2020-07-31 ,3249.3375 ,         ,         ,2019-02-28 ,2743.9716 ,未敲入，敲出   ,                 7 ,0.046027397260273974  ,0.12                   ,True
141 ,2018-08-01 ,2490.2454 ,2020-08-03 ,3281.1012 ,         ,         ,2019-03-01 ,2819.4681 ,未敲入，敲出   ,                 7 ,0.046027397260273974  ,0.12                   ,True
142 ,2018-08-02 ,2440.3127 ,2020-08-03 ,3281.1012 ,         ,         ,2018-11-02 ,2542.768  ,未敲入，敲出   ,                 3 ,0.020054794520547942  ,0.12                   ,True
