    ,初始日期   ,初始指数  ,到期日期   ,到期指数  ,敲入日期 ,敲入点位 ,敲出日期   ,敲出点位  ,敲入敲出状态   ,敲出所需时间（月） ,绝对收益率            ,年化收益率             ,完成周期
703 ,2020-11-25 ,3420.2916 ,2022-11-25 ,2544.6147 ,         ,         ,2021-02-25 ,3851.029  ,未敲入，敲出   ,                 3 ,0.020054794520547942  ,0.12                   ,True
704 ,2020-11-26 ,3445.7388 ,2022-11-28 ,2503.6228 ,         ,         ,2021-02-26 ,3756.8597 ,未敲入，敲出   ,                 3 ,0.020054794520547942  ,0.12                   ,True
705 ,2020-11-27 ,3498.6589 ,2022-11-28 ,2503.6228 ,         ,         ,2021-03-01 ,3787.8695 ,未敲入，敲出   ,                 3 ,0.020054794520547942  ,0.12                   ,True
706 ,2020-11-30 ,3469.4178 ,2022-11-30 ,2606.5427 ,         ,         ,2021-03-01 ,3787.8695 ,未敲入，敲出   ,                 3 ,0.019726027397260273  ,0.12                   ,True
707 ,2020-12-01 ,3554.0139 ,2022-12-01 ,2631.2051 ,         ,         ,2021-03-01 ,3787.8695 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
708 ,2020-12-02 ,3545.3401 ,2022-12-02 ,2614.6137 ,         ,         ,2021-03-02 ,3718.7739 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
709 ,2020-12-03 ,3536.8144 ,2022-12-05 ,2676.1429 ,         ,         ,2021-03-03 ,3817.4128 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
710 ,2020-12-04 ,3541.5209 ,2022-12-05 ,2676.1429 ,         ,         ,2021-03-04 ,3708.6606 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
711 ,2020-12-07 ,3509.9419 ,2022-12-07 ,2670.647  ,         ,         ,2021-06-07 ,3601.1091 ,未敲入，敲出   ,                 6 ,0.03978082191780822   ,0.12                   ,True
712 ,2020-12-08 ,3499.0572 ,2022-12-08 ,2672.8957 ,         ,         ,2021-03-08 ,3573.431  ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
713 ,2020-12-09 ,3468.5269 ,2022-12-09 ,2706.7388 ,         ,         ,2021-06-09 ,3587.5321 ,未敲入，敲出   ,                 6 ,0.03978082191780822   ,0.12                   ,True
714 ,2020-12-10 ,3459.0346 ,2022-12-12 ,2673.9391 ,         ,         ,2021-03-10 ,3532.0523 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
715 ,2020-12-11 ,3427.8565 ,2022-12-12 ,2673.9391 ,         ,         ,2021-03-11 ,3625.3052 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
716 ,2020-12-14 ,3467.7669 ,2022-12-14 ,2686.3682 ,         ,         ,2021-03-15 ,3566.8773 ,未敲入，敲出   ,                 3 ,0.019726027397260273  ,0.12                   ,True
717 ,2020-12-15 ,3468.8286 ,2022-12-15 ,2675.1875 ,         ,         ,2021-03-15 ,3566.8773 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
718 ,2020-12-16 ,3485.4049 ,2022-12-16 ,2688.2899 ,         ,         ,2021-03-16 ,3599.1646 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
719 ,2020-12-17 ,3539.5401 ,2022-12-19 ,2646.1789 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
720 ,2020-12-18 ,3507.9743 ,2022-12-19 ,2646.1789 ,         ,         ,2021-03-18 ,3605.6047 ,未敲入，敲出   ,                 3 ,0.019397260273972605  ,0.12                   ,True
721 ,2020-12-21 ,3522.262  ,2022-12-21 ,2607.4236 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
722 ,2020-12-22 ,3470.9024 ,2022-12-22 ,2619.7569 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
723 ,2020-12-23 ,3494.5868 ,2022-12-23 ,2615.8794 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
724 ,2020-12-24 ,3489.2742 ,2022-12-26 ,2607.5229 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
725 ,2020-12-25 ,3512.4862 ,2022-12-26 ,2607.5229 ,         ,         ,2021-05-25 ,3641.2918 ,未敲入，敲出   ,                 5 ,0.03221917808219178   ,0.12                   ,True
726 ,2020-12-28 ,3523.8369 ,2022-12-28 ,2638.3055 ,         ,         ,2021-05-28 ,3659.2957 ,未敲入，敲出   ,                 5 ,0.03287671232876712   ,0.12                   ,True
727 ,2020-12-29 ,3517.35   ,2022-12-29 ,2622.0716 ,         ,         ,2021-05-31 ,3650.2245 ,未敲入，敲出   ,                 5 ,0.03287671232876712   ,0.12                   ,True
728 ,2020-12-30 ,3574.1307 ,2022-12-30 ,2635.2484 ,         ,         ,2021-05-31 ,3650.2245 ,未敲入，敲出   ,                 5 ,0.03254794520547945   ,0.12                   ,True
729 ,2020-12-31 ,3640.6389 ,2023-01-03 ,2641.4218 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
730 ,2021-01-04 ,3643.3592 ,2023-01-04 ,2651.005  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
731 ,2021-01-05 ,3683.3634 ,2023-01-05 ,2700.3082 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
732 ,2021-01-06 ,3736.648  ,2023-01-06 ,2713.6307 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
733 ,2021-01-07 ,3808.0695 ,2023-01-09 ,2742.2014 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
734 ,2021-01-08 ,3788.3191 ,2023-01-09 ,2742.2014 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
735 ,2021-01-11 ,3776.5293 ,2023-01-11 ,2740.1927 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
736 ,2021-01-12 ,3906.1225 ,2023-01-12 ,2741.9454 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
737 ,2021-01-13 ,3873.2285 ,2023-01-13 ,2787.3561 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
738 ,2021-01-14 ,3811.2242 ,2023-01-16 ,2834.2913 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
739 ,2021-01-15 ,3817.9345 ,2023-01-16 ,2834.2913 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
740 ,2021-01-18 ,3849.3982 ,2023-01-18 ,2810.086  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
741 ,2021-01-19 ,3808.694  ,2023-01-19 ,2820.8067 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
742 ,2021-01-20 ,3814.6537 ,2023-01-20 ,2836.807  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
743 ,2021-01-21 ,3850.0559 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
744 ,2021-01-22 ,3846.3945 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
745 ,2021-01-25 ,3898.1473 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.15051546391752574   ,True
746 ,2021-01-26 ,3813.2902 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1508264462809917    ,True
747 ,2021-01-27 ,3818.2682 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.15113871635610762   ,True
748 ,2021-01-28 ,3735.0337 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
749 ,2021-01-29 ,3713.2471 ,2023-01-30 ,2839.1216 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.15176715176715175   ,True
750 ,2021-02-01 ,3746.3717 ,2023-02-01 ,2820.8742 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
751 ,2021-02-02 ,3771.47   ,2023-02-02 ,2811.8468 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
752 ,2021-02-03 ,3775.7224 ,2023-02-03 ,2774.8009 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
753 ,2021-02-04 ,3801.6178 ,2023-02-06 ,2735.0045 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
754 ,2021-02-05 ,3840.7663 ,2023-02-06 ,2735.0045 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.15176715176715175   ,True
755 ,2021-02-08 ,3890.4654 ,2023-02-08 ,2731.2516 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
756 ,2021-02-09 ,3952.8276 ,2023-02-09 ,2761.872  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
757 ,2021-02-10 ,4028.5289 ,2023-02-10 ,2746.7231 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1514522821576763    ,True
758 ,2021-02-18 ,4014.3241 ,2023-02-20 ,2788.3958 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
759 ,2021-02-19 ,4014.4564 ,2023-02-20 ,2788.3958 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
760 ,2021-02-22 ,3881.8681 ,2023-02-22 ,2769.344  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
761 ,2021-02-23 ,3897.7164 ,2023-02-23 ,2767.5352 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
762 ,2021-02-24 ,3805.4719 ,2023-02-24 ,2727.5902 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
763 ,2021-02-25 ,3851.029  ,2023-02-27 ,2723.5835 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
764 ,2021-02-26 ,3756.8597 ,2023-02-27 ,2723.5835 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
765 ,2021-03-01 ,3787.8695 ,2023-03-01 ,2773.6494 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
766 ,2021-03-02 ,3718.7739 ,2023-03-02 ,2769.1077 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
767 ,2021-03-03 ,3817.4128 ,2023-03-03 ,2774.5079 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
768 ,2021-03-04 ,3708.6606 ,2023-03-06 ,2744.1406 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
769 ,2021-03-05 ,3688.6818 ,2023-03-06 ,2744.1406 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
770 ,2021-03-08 ,3573.431  ,2023-03-08 ,2691.9327 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
771 ,2021-03-09 ,3509.6137 ,2023-03-09 ,2671.8434 ,         ,         ,2021-06-09 ,3587.5321 ,未敲入，敲出   ,                 3 ,0.020712328767123287  ,0.12                   ,True
772 ,2021-03-10 ,3532.0523 ,2023-03-10 ,2636.3891 ,         ,         ,2021-06-10 ,3607.6792 ,未敲入，敲出   ,                 3 ,0.020712328767123287  ,0.12                   ,True
773 ,2021-03-11 ,3625.3052 ,2023-03-13 ,2664.0378 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
774 ,2021-03-12 ,3632.5784 ,2023-03-13 ,2664.0378 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
775 ,2021-03-15 ,3566.8773 ,2023-03-15 ,2648.3852 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
776 ,2021-03-16 ,3599.1646 ,2023-03-16 ,2622.8232 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
777 ,2021-03-17 ,3590.8339 ,2023-03-17 ,2628.5911 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
778 ,2021-03-18 ,3605.6047 ,2023-03-20 ,2616.7505 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
779 ,2021-03-19 ,3512.0203 ,2023-03-20 ,2616.7505 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
780 ,2021-03-22 ,3538.4271 ,2023-03-22 ,2651.5343 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
781 ,2021-03-23 ,3516.3626 ,2023-03-23 ,2668.6691 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
782 ,2021-03-24 ,3466.0422 ,2023-03-24 ,2653.285  ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
783 ,2021-03-25 ,3463.8727 ,2023-03-27 ,2639.6226 ,         ,         ,2021-06-25 ,3535.0185 ,未敲入，敲出   ,                 3 ,0.020383561643835615  ,0.12                   ,True
784 ,2021-03-26 ,3529.7282 ,2023-03-27 ,2639.6226 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.1502057613168724    ,True
785 ,2021-03-29 ,3537.711  ,2023-03-29 ,2636.2229 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
786 ,2021-03-30 ,3577.2434 ,2023-03-30 ,2664.2119 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
787 ,2021-03-31 ,3539.3696 ,2023-03-31 ,2661.9197 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
788 ,2021-04-01 ,3582.6499 ,2023-04-03 ,2665.7232 ,         ,         ,           ,          ,未敲入，未敲出 ,                   ,-0.19999999999999996  ,-0.14989733059548252   ,True
