代码,简称,日期,涨跌幅(%),
881001.WI,万得全A,2012-05-15,-0.1755,
881001.WI,万得全A,2012-05-16,-1.2533,
881001.WI,万得全A,2012-05-17,1.3587,
881001.WI,万得全A,2012-05-18,-1.4394,
881001.WI,万得全A,2012-05-21,0.2208,
881001.WI,万得全A,2012-05-22,1.1787,
881001.WI,万得全A,2012-05-23,-0.3458,
881001.WI,万得全A,2012-05-24,-0.6503,
881001.WI,万得全A,2012-05-25,-0.8045,
881001.WI,万得全A,2012-05-28,1.3417,
881001.WI,万得全A,2012-05-29,1.2015,
881001.WI,万得全A,2012-05-30,-0.1516,
881001.WI,万得全A,2012-05-31,-0.2583,
881001.WI,万得全A,2012-06-01,0.0439,
881001.WI,万得全A,2012-06-04,-2.7588,
881001.WI,万得全A,2012-06-05,0.0784,
881001.WI,万得全A,2012-06-06,-0.1375,
881001.WI,万得全A,2012-06-07,-0.468,
881001.WI,万得全A,2012-06-08,-0.4806,
881001.WI,万得全A,2012-06-11,1.3693,
881001.WI,万得全A,2012-06-12,-0.5776,
881001.WI,万得全A,2012-06-13,1.509,
881001.WI,万得全A,2012-06-14,-0.6397,
881001.WI,万得全A,2012-06-15,0.3665,
881001.WI,万得全A,2012-06-18,0.5368,
881001.WI,万得全A,2012-06-19,-0.6913,
881001.WI,万得全A,2012-06-20,-0.1231,
881001.WI,万得全A,2012-06-21,-1.3948,
881001.WI,万得全A,2012-06-25,-1.8488,
881001.WI,万得全A,2012-06-26,-0.0322,
881001.WI,万得全A,2012-06-27,-0.2044,
881001.WI,万得全A,2012-06-28,-0.9431,
881001.WI,万得全A,2012-06-29,1.2936,
881001.WI,万得全A,2012-07-02,0.3519,
881001.WI,万得全A,2012-07-03,0.2322,
881001.WI,万得全A,2012-07-04,-0.1627,
881001.WI,万得全A,2012-07-05,-1.266,
881001.WI,万得全A,2012-07-06,1.3692,
881001.WI,万得全A,2012-07-09,-2.3344,
881001.WI,万得全A,2012-07-10,-0.4151,
881001.WI,万得全A,2012-07-11,0.6855,
881001.WI,万得全A,2012-07-12,0.7434,
881001.WI,万得全A,2012-07-13,-0.0441,
881001.WI,万得全A,2012-07-16,-2.1647,
881001.WI,万得全A,2012-07-17,0.5813,
881001.WI,万得全A,2012-07-18,0.311,
881001.WI,万得全A,2012-07-19,0.7978,
881001.WI,万得全A,2012-07-20,-0.7832,
881001.WI,万得全A,2012-07-23,-1.2363,
881001.WI,万得全A,2012-07-24,0.3786,
881001.WI,万得全A,2012-07-25,-0.5386,
881001.WI,万得全A,2012-07-26,-0.5653,
881001.WI,万得全A,2012-07-27,-0.026,
881001.WI,万得全A,2012-07-30,-1.002,
881001.WI,万得全A,2012-07-31,-0.5089,
881001.WI,万得全A,2012-08-01,1.1095,
881001.WI,万得全A,2012-08-02,-0.6827,
881001.WI,万得全A,2012-08-03,1.2203,
881001.WI,万得全A,2012-08-06,1.3394,
881001.WI,万得全A,2012-08-07,0.2706,
881001.WI,万得全A,2012-08-08,0.0789,
881001.WI,万得全A,2012-08-09,0.8272,
881001.WI,万得全A,2012-08-10,-0.2895,
881001.WI,万得全A,2012-08-13,-1.6304,
881001.WI,万得全A,2012-08-14,0.4053,
881001.WI,万得全A,2012-08-15,-1.0078,
881001.WI,万得全A,2012-08-16,-0.4364,
881001.WI,万得全A,2012-08-17,-0.0089,
881001.WI,万得全A,2012-08-20,-0.2324,
881001.WI,万得全A,2012-08-21,0.7196,
881001.WI,万得全A,2012-08-22,-0.5919,
881001.WI,万得全A,2012-08-23,0.3191,
881001.WI,万得全A,2012-08-24,-1.2206,
881001.WI,万得全A,2012-08-27,-1.9,
881001.WI,万得全A,2012-08-28,0.771,
881001.WI,万得全A,2012-08-29,-0.9165,
881001.WI,万得全A,2012-08-30,-0.3979,
881001.WI,万得全A,2012-08-31,-0.1053,
881001.WI,万得全A,2012-09-03,0.9683,
881001.WI,万得全A,2012-09-04,-0.8411,
881001.WI,万得全A,2012-09-05,-0.0909,
881001.WI,万得全A,2012-09-06,0.7545,
881001.WI,万得全A,2012-09-07,3.7088,
881001.WI,万得全A,2012-09-10,0.4651,
881001.WI,万得全A,2012-09-11,-0.5971,
881001.WI,万得全A,2012-09-12,0.3681,
881001.WI,万得全A,2012-09-13,-0.9097,
881001.WI,万得全A,2012-09-14,0.5662,
881001.WI,万得全A,2012-09-17,-2.269,
881001.WI,万得全A,2012-09-18,-0.6865,
881001.WI,万得全A,2012-09-19,0.4893,
881001.WI,万得全A,2012-09-20,-2.2928,
881001.WI,万得全A,2012-09-21,0.0088,
881001.WI,万得全A,2012-09-24,0.4439,
881001.WI,万得全A,2012-09-25,-0.2545,
881001.WI,万得全A,2012-09-26,-1.4821,
881001.WI,万得全A,2012-09-27,2.6401,
881001.WI,万得全A,2012-09-28,1.5756,
881001.WI,万得全A,2012-10-08,-0.623,
881001.WI,万得全A,2012-10-09,2.1334,
881001.WI,万得全A,2012-10-10,0.4176,
881001.WI,万得全A,2012-10-11,-0.967,
881001.WI,万得全A,2012-10-12,0.0234,
881001.WI,万得全A,2012-10-15,-0.3443,
881001.WI,万得全A,2012-10-16,0.081,
881001.WI,万得全A,2012-10-17,0.2705,
881001.WI,万得全A,2012-10-18,1.3849,
881001.WI,万得全A,2012-10-19,-0.163,
881001.WI,万得全A,2012-10-22,0.2557,
881001.WI,万得全A,2012-10-23,-0.9826,
881001.WI,万得全A,2012-10-24,-0.029,
881001.WI,万得全A,2012-10-25,-0.7264,
881001.WI,万得全A,2012-10-26,-1.7685,
881001.WI,万得全A,2012-10-29,-0.3032,
881001.WI,万得全A,2012-10-30,0.1394,
881001.WI,万得全A,2012-10-31,0.3482,
881001.WI,万得全A,2012-11-01,1.7722,
881001.WI,万得全A,2012-11-02,0.5236,
881001.WI,万得全A,2012-11-05,-0.245,
881001.WI,万得全A,2012-11-06,-0.462,
881001.WI,万得全A,2012-11-07,-0.0541,
881001.WI,万得全A,2012-11-08,-1.8026,
881001.WI,万得全A,2012-11-09,-0.2128,
881001.WI,万得全A,2012-11-12,0.5111,
881001.WI,万得全A,2012-11-13,-1.6341,
881001.WI,万得全A,2012-11-14,0.3537,
881001.WI,万得全A,2012-11-15,-1.3207,
881001.WI,万得全A,2012-11-16,-0.8113,
881001.WI,万得全A,2012-11-19,0.0781,
881001.WI,万得全A,2012-11-20,-0.3583,
881001.WI,万得全A,2012-11-21,1.0829,
881001.WI,万得全A,2012-11-22,-0.8385,
881001.WI,万得全A,2012-11-23,0.5402,
881001.WI,万得全A,2012-11-26,-0.7408,
881001.WI,万得全A,2012-11-27,-1.6309,
881001.WI,万得全A,2012-11-28,-1.1729,
881001.WI,万得全A,2012-11-29,-0.6087,
881001.WI,万得全A,2012-11-30,0.9898,
881001.WI,万得全A,2012-12-03,-1.4183,
881001.WI,万得全A,2012-12-04,0.9417,
881001.WI,万得全A,2012-12-05,3.0623,
881001.WI,万得全A,2012-12-06,-0.1398,
881001.WI,万得全A,2012-12-07,1.7361,
881001.WI,万得全A,2012-12-10,1.1209,
881001.WI,万得全A,2012-12-11,-0.499,
881001.WI,万得全A,2012-12-12,0.3159,
881001.WI,万得全A,2012-12-13,-1.08,
881001.WI,万得全A,2012-12-14,4.2389,
881001.WI,万得全A,2012-12-17,0.5058,
881001.WI,万得全A,2012-12-18,-0.0171,
881001.WI,万得全A,2012-12-19,0.1577,
881001.WI,万得全A,2012-12-20,0.3233,
881001.WI,万得全A,2012-12-21,-0.5128,
881001.WI,万得全A,2012-12-24,0.3069,
881001.WI,万得全A,2012-12-25,2.5033,
881001.WI,万得全A,2012-12-26,0.5475,
881001.WI,万得全A,2012-12-27,-0.5688,
881001.WI,万得全A,2012-12-28,1.2449,
881001.WI,万得全A,2012-12-31,1.4766,
881001.WI,万得全A,2013-01-04,0.0733,
881001.WI,万得全A,2013-01-07,0.4958,
881001.WI,万得全A,2013-01-08,-0.081,
881001.WI,万得全A,2013-01-09,0.0922,
881001.WI,万得全A,2013-01-10,0.398,
881001.WI,万得全A,2013-01-11,-1.8222,
881001.WI,万得全A,2013-01-14,3.2058,
881001.WI,万得全A,2013-01-15,0.8001,
881001.WI,万得全A,2013-01-16,-0.5613,
881001.WI,万得全A,2013-01-17,-1.0513,
881001.WI,万得全A,2013-01-18,1.4618,
881001.WI,万得全A,2013-01-21,0.5426,
881001.WI,万得全A,2013-01-22,-0.7916,
881001.WI,万得全A,2013-01-23,0.2023,
881001.WI,万得全A,2013-01-24,-1.0765,
881001.WI,万得全A,2013-01-25,-0.4096,
881001.WI,万得全A,2013-01-28,2.3788,
881001.WI,万得全A,2013-01-29,0.6188,
881001.WI,万得全A,2013-01-30,0.8204,
881001.WI,万得全A,2013-01-31,-0.1952,
881001.WI,万得全A,2013-02-01,1.2515,
881001.WI,万得全A,2013-02-04,-0.1944,
881001.WI,万得全A,2013-02-05,0.8583,
881001.WI,万得全A,2013-02-06,0.3783,
881001.WI,万得全A,2013-02-07,-0.1906,
881001.WI,万得全A,2013-02-08,0.9155,
881001.WI,万得全A,2013-02-18,-0.3779,
881001.WI,万得全A,2013-02-19,-1.7877,
881001.WI,万得全A,2013-02-20,1.184,
881001.WI,万得全A,2013-02-21,-2.82,
881001.WI,万得全A,2013-02-22,-0.417,
881001.WI,万得全A,2013-02-25,0.6714,
881001.WI,万得全A,2013-02-26,-1.3827,
881001.WI,万得全A,2013-02-27,0.6741,
881001.WI,万得全A,2013-02-28,2.6274,
881001.WI,万得全A,2013-03-01,0.4526,
881001.WI,万得全A,2013-03-04,-4.1112,
881001.WI,万得全A,2013-03-05,2.7585,
881001.WI,万得全A,2013-03-06,1.2994,
881001.WI,万得全A,2013-03-07,-1.1637,
881001.WI,万得全A,2013-03-08,-0.6962,
881001.WI,万得全A,2013-03-11,-0.3131,
881001.WI,万得全A,2013-03-12,-1.8953,
881001.WI,万得全A,2013-03-13,-1.0186,
881001.WI,万得全A,2013-03-14,0.3134,
881001.WI,万得全A,2013-03-15,0.1934,
881001.WI,万得全A,2013-03-18,-1.4028,
881001.WI,万得全A,2013-03-19,0.6455,
881001.WI,万得全A,2013-03-20,3.0763,
881001.WI,万得全A,2013-03-21,0.5905,
881001.WI,万得全A,2013-03-22,0.2339,
881001.WI,万得全A,2013-03-25,-0.141,
881001.WI,万得全A,2013-03-26,-1.1367,
881001.WI,万得全A,2013-03-27,0.3202,
881001.WI,万得全A,2013-03-28,-3.1483,
881001.WI,万得全A,2013-03-29,-0.0794,
881001.WI,万得全A,2013-04-01,0.2491,
881001.WI,万得全A,2013-04-02,-0.7684,
881001.WI,万得全A,2013-04-03,-0.48,
881001.WI,万得全A,2013-04-08,-0.0949,
881001.WI,万得全A,2013-04-09,0.8468,
881001.WI,万得全A,2013-04-10,-0.2563,
881001.WI,万得全A,2013-04-11,-0.3182,
881001.WI,万得全A,2013-04-12,-0.7119,
881001.WI,万得全A,2013-04-15,-1.1895,
881001.WI,万得全A,2013-04-16,0.9618,
881001.WI,万得全A,2013-04-17,0.4126,
881001.WI,万得全A,2013-04-18,0.3093,
881001.WI,万得全A,2013-04-19,2.4953,
881001.WI,万得全A,2013-04-22,0.2257,
881001.WI,万得全A,2013-04-23,-3.0419,
881001.WI,万得全A,2013-04-24,2.0442,
881001.WI,万得全A,2013-04-25,-1.3842,
881001.WI,万得全A,2013-04-26,-1.2695,
881001.WI,万得全A,2013-05-02,0.2891,
881001.WI,万得全A,2013-05-03,1.8988,
881001.WI,万得全A,2013-05-06,1.5579,
881001.WI,万得全A,2013-05-07,0.1895,
881001.WI,万得全A,2013-05-08,0.4854,
881001.WI,万得全A,2013-05-09,-0.4293,
881001.WI,万得全A,2013-05-10,0.5886,
881001.WI,万得全A,2013-05-13,-0.0097,
881001.WI,万得全A,2013-05-14,-1.3181,
881001.WI,万得全A,2013-05-15,0.9277,
881001.WI,万得全A,2013-05-16,1.4309,
881001.WI,万得全A,2013-05-17,1.5128,
881001.WI,万得全A,2013-05-20,1.0901,
881001.WI,万得全A,2013-05-21,0.7073,
881001.WI,万得全A,2013-05-22,-0.3692,
881001.WI,万得全A,2013-05-23,-1.0425,
881001.WI,万得全A,2013-05-24,1.0643,
881001.WI,万得全A,2013-05-27,0.5605,
881001.WI,万得全A,2013-05-28,0.904,
881001.WI,万得全A,2013-05-29,0.2898,
881001.WI,万得全A,2013-05-30,-0.0582,
881001.WI,万得全A,2013-05-31,-0.824,
881001.WI,万得全A,2013-06-03,-0.3474,
881001.WI,万得全A,2013-06-04,-1.7009,
881001.WI,万得全A,2013-06-05,0.1524,
881001.WI,万得全A,2013-06-06,-1.4298,
881001.WI,万得全A,2013-06-07,-1.6412,
881001.WI,万得全A,2013-06-13,-3.0562,
881001.WI,万得全A,2013-06-14,1.3936,
881001.WI,万得全A,2013-06-17,-0.0571,
881001.WI,万得全A,2013-06-18,0.5133,
881001.WI,万得全A,2013-06-19,-0.6044,
881001.WI,万得全A,2013-06-20,-3.3132,
881001.WI,万得全A,2013-06-21,-0.3138,
881001.WI,万得全A,2013-06-24,-6.3811,
881001.WI,万得全A,2013-06-25,-0.2952,
881001.WI,万得全A,2013-06-26,1.2355,
881001.WI,万得全A,2013-06-27,-0.9816,
881001.WI,万得全A,2013-06-28,0.9644,
881001.WI,万得全A,2013-07-01,1.52,
881001.WI,万得全A,2013-07-02,1.0498,
881001.WI,万得全A,2013-07-03,-0.329,
881001.WI,万得全A,2013-07-04,0.7613,
881001.WI,万得全A,2013-07-05,-0.1925,
881001.WI,万得全A,2013-07-08,-3.2453,
881001.WI,万得全A,2013-07-09,0.2813,
881001.WI,万得全A,2013-07-10,2.9407,
881001.WI,万得全A,2013-07-11,3.8627,
881001.WI,万得全A,2013-07-12,-1.4418,
881001.WI,万得全A,2013-07-15,1.8317,
881001.WI,万得全A,2013-07-16,0.8145,
881001.WI,万得全A,2013-07-17,-1.4787,
881001.WI,万得全A,2013-07-18,-0.9242,
881001.WI,万得全A,2013-07-19,-2.4214,
881001.WI,万得全A,2013-07-22,1.3354,
881001.WI,万得全A,2013-07-23,2.7381,
881001.WI,万得全A,2013-07-24,0,
881001.WI,万得全A,2013-07-25,-1.27,
881001.WI,万得全A,2013-07-26,-0.2941,
881001.WI,万得全A,2013-07-29,-2.0079,
881001.WI,万得全A,2013-07-30,0.1573,
881001.WI,万得全A,2013-07-31,0.3465,
881001.WI,万得全A,2013-08-01,2.6182,
881001.WI,万得全A,2013-08-02,0.217,
881001.WI,万得全A,2013-08-05,1.4928,
881001.WI,万得全A,2013-08-06,0.8634,
881001.WI,万得全A,2013-08-07,-0.8591,
881001.WI,万得全A,2013-08-08,0.1185,
881001.WI,万得全A,2013-08-09,0.3549,
881001.WI,万得全A,2013-08-12,2.1582,
881001.WI,万得全A,2013-08-13,0.4673,
881001.WI,万得全A,2013-08-14,-0.3168,
881001.WI,万得全A,2013-08-15,-1.1318,
881001.WI,万得全A,2013-08-16,-1.4678,
881001.WI,万得全A,2013-08-19,1.6099,
881001.WI,万得全A,2013-08-20,-0.455,
881001.WI,万得全A,2013-08-21,0.2488,
881001.WI,万得全A,2013-08-22,0.046,
881001.WI,万得全A,2013-08-23,-0.4392,
881001.WI,万得全A,2013-08-26,2.1434,
881001.WI,万得全A,2013-08-27,0.5508,
881001.WI,万得全A,2013-08-28,-0.7229,
881001.WI,万得全A,2013-08-29,-0.213,
881001.WI,万得全A,2013-08-30,-0.7502,
881001.WI,万得全A,2013-09-02,0.5326,
881001.WI,万得全A,2013-09-03,1.5541,
881001.WI,万得全A,2013-09-04,0.0189,
881001.WI,万得全A,2013-09-05,-0.0262,
881001.WI,万得全A,2013-09-06,0.773,
881001.WI,万得全A,2013-09-09,2.2747,
881001.WI,万得全A,2013-09-10,1.1838,
881001.WI,万得全A,2013-09-11,-0.3869,
881001.WI,万得全A,2013-09-12,0.6395,
881001.WI,万得全A,2013-09-13,-0.2201,
881001.WI,万得全A,2013-09-16,0.0044,
881001.WI,万得全A,2013-09-17,-1.8986,
881001.WI,万得全A,2013-09-18,0.5904,
881001.WI,万得全A,2013-09-23,1.8597,
881001.WI,万得全A,2013-09-24,-0.5188,
881001.WI,万得全A,2013-09-25,-0.5298,
881001.WI,万得全A,2013-09-26,-1.9016,
881001.WI,万得全A,2013-09-27,0.3916,
881001.WI,万得全A,2013-09-30,1.0391,
881001.WI,万得全A,2013-10-08,1.5136,
881001.WI,万得全A,2013-10-09,0.9093,
881001.WI,万得全A,2013-10-10,-0.9101,
881001.WI,万得全A,2013-10-11,1.5494,
881001.WI,万得全A,2013-10-14,0.5906,
881001.WI,万得全A,2013-10-15,-0.1061,
881001.WI,万得全A,2013-10-16,-2.4279,
881001.WI,万得全A,2013-10-17,-0.2325,
881001.WI,万得全A,2013-10-18,0.5728,
881001.WI,万得全A,2013-10-21,2.2307,
881001.WI,万得全A,2013-10-22,-1.101,
881001.WI,万得全A,2013-10-23,-1.8243,
881001.WI,万得全A,2013-10-24,-0.7521,
881001.WI,万得全A,2013-10-25,-1.6087,
881001.WI,万得全A,2013-10-28,-0.1224,
881001.WI,万得全A,2013-10-29,-1.1499,
881001.WI,万得全A,2013-10-30,1.5655,
881001.WI,万得全A,2013-10-31,-1.3841,
881001.WI,万得全A,2013-11-01,0.0291,
881001.WI,万得全A,2013-11-04,0.2075,
881001.WI,万得全A,2013-11-05,0.7852,
881001.WI,万得全A,2013-11-06,-1.0944,
881001.WI,万得全A,2013-11-07,-0.9535,
881001.WI,万得全A,2013-11-08,-1.436,
881001.WI,万得全A,2013-11-11,0.4564,
881001.WI,万得全A,2013-11-12,1.038,
881001.WI,万得全A,2013-11-13,-2.0514,
881001.WI,万得全A,2013-11-14,1.1125,
881001.WI,万得全A,2013-11-15,2.0556,
881001.WI,万得全A,2013-11-18,2.9105,
881001.WI,万得全A,2013-11-19,-0.1656,
881001.WI,万得全A,2013-11-20,0.7312,
881001.WI,万得全A,2013-11-21,-0.4682,
881001.WI,万得全A,2013-11-22,-0.4735,
881001.WI,万得全A,2013-11-25,-0.1817,
881001.WI,万得全A,2013-11-26,0.1171,
881001.WI,万得全A,2013-11-27,1.2569,
881001.WI,万得全A,2013-11-28,0.9146,
881001.WI,万得全A,2013-11-29,0.4607,
881001.WI,万得全A,2013-12-02,-3.0758,
881001.WI,万得全A,2013-12-03,1.4191,
881001.WI,万得全A,2013-12-04,1.3768,
881001.WI,万得全A,2013-12-05,-0.3414,
881001.WI,万得全A,2013-12-06,-0.4782,
881001.WI,万得全A,2013-12-09,0.4972,
881001.WI,万得全A,2013-12-10,0.0962,
881001.WI,万得全A,2013-12-11,-1.3123,
881001.WI,万得全A,2013-12-12,0.2647,
881001.WI,万得全A,2013-12-13,0.1181,
881001.WI,万得全A,2013-12-16,-1.5453,
881001.WI,万得全A,2013-12-17,-0.5645,
881001.WI,万得全A,2013-12-18,-0.0561,
881001.WI,万得全A,2013-12-19,-0.9693,
881001.WI,万得全A,2013-12-20,-1.8013,
881001.WI,万得全A,2013-12-23,-0.0063,
881001.WI,万得全A,2013-12-24,0.5157,
881001.WI,万得全A,2013-12-25,1.097,
881001.WI,万得全A,2013-12-26,-1.7654,
881001.WI,万得全A,2013-12-27,1.725,
881001.WI,万得全A,2013-12-30,0.1644,
881001.WI,万得全A,2013-12-31,0.7711,
881001.WI,万得全A,2014-01-02,0.2646,
881001.WI,万得全A,2014-01-03,-0.9187,
881001.WI,万得全A,2014-01-06,-2.5033,
881001.WI,万得全A,2014-01-07,0.3809,
881001.WI,万得全A,2014-01-08,0.4362,
881001.WI,万得全A,2014-01-09,-1.1954,
881001.WI,万得全A,2014-01-10,-1.2466,
881001.WI,万得全A,2014-01-13,-0.3779,
881001.WI,万得全A,2014-01-14,1.4368,
881001.WI,万得全A,2014-01-15,0.3206,
881001.WI,万得全A,2014-01-16,0.0629,
881001.WI,万得全A,2014-01-17,-1.2391,
881001.WI,万得全A,2014-01-20,-0.6853,
881001.WI,万得全A,2014-01-21,1.3354,
881001.WI,万得全A,2014-01-22,2.5016,
881001.WI,万得全A,2014-01-23,0.1644,
881001.WI,万得全A,2014-01-24,1.0296,
881001.WI,万得全A,2014-01-27,-0.7771,
881001.WI,万得全A,2014-01-28,-0.0216,
881001.WI,万得全A,2014-01-29,0.7502,
881001.WI,万得全A,2014-01-30,-0.7948,
881001.WI,万得全A,2014-02-07,1.2394,
881001.WI,万得全A,2014-02-10,2.64,
881001.WI,万得全A,2014-02-11,0.4351,
881001.WI,万得全A,2014-02-12,0.7679,
881001.WI,万得全A,2014-02-13,-1.1728,
881001.WI,万得全A,2014-02-14,1.3515,
881001.WI,万得全A,2014-02-17,1.4612,
881001.WI,万得全A,2014-02-18,-0.6392,
881001.WI,万得全A,2014-02-19,0.5795,
881001.WI,万得全A,2014-02-20,-1.2547,
881001.WI,万得全A,2014-02-21,-0.7003,
881001.WI,万得全A,2014-02-24,-0.9671,
881001.WI,万得全A,2014-02-25,-3.3016,
881001.WI,万得全A,2014-02-26,0.4405,
881001.WI,万得全A,2014-02-27,-0.9825,
881001.WI,万得全A,2014-02-28,1.126,
881001.WI,万得全A,2014-03-03,1.4088,
881001.WI,万得全A,2014-03-04,-0.1212,
881001.WI,万得全A,2014-03-05,-0.5852,
881001.WI,万得全A,2014-03-06,0.2324,
881001.WI,万得全A,2014-03-07,-0.3044,
881001.WI,万得全A,2014-03-10,-3.5403,
881001.WI,万得全A,2014-03-11,0.1898,
881001.WI,万得全A,2014-03-12,0.0304,
881001.WI,万得全A,2014-03-13,1.2993,
881001.WI,万得全A,2014-03-14,-0.5377,
881001.WI,万得全A,2014-03-17,1.6296,
881001.WI,万得全A,2014-03-18,0.1888,
881001.WI,万得全A,2014-03-19,-0.4563,
881001.WI,万得全A,2014-03-20,-2.2211,
881001.WI,万得全A,2014-03-21,2.6095,
881001.WI,万得全A,2014-03-24,0.6271,
881001.WI,万得全A,2014-03-25,-0.0434,
881001.WI,万得全A,2014-03-26,0.1408,
881001.WI,万得全A,2014-03-27,-1.3436,
881001.WI,万得全A,2014-03-28,-1.3387,
881001.WI,万得全A,2014-03-31,-0.5149,
881001.WI,万得全A,2014-04-01,1.2644,
881001.WI,万得全A,2014-04-02,0.2368,
881001.WI,万得全A,2014-04-03,-0.3911,
881001.WI,万得全A,2014-04-04,1.1006,
881001.WI,万得全A,2014-04-08,1.6797,
881001.WI,万得全A,2014-04-09,0.5673,
881001.WI,万得全A,2014-04-10,1.0478,
881001.WI,万得全A,2014-04-11,-0.3175,
881001.WI,万得全A,2014-04-14,0.342,
881001.WI,万得全A,2014-04-15,-1.201,
881001.WI,万得全A,2014-04-16,0.0936,
881001.WI,万得全A,2014-04-17,-0.1831,
881001.WI,万得全A,2014-04-18,0.2114,
881001.WI,万得全A,2014-04-21,-1.6487,
881001.WI,万得全A,2014-04-22,-0.2009,
881001.WI,万得全A,2014-04-23,-0.2527,
881001.WI,万得全A,2014-04-24,-0.6383,
881001.WI,万得全A,2014-04-25,-1.6665,
881001.WI,万得全A,2014-04-28,-2.5272,
881001.WI,万得全A,2014-04-29,1.2828,
881001.WI,万得全A,2014-04-30,0.5471,
881001.WI,万得全A,2014-05-05,0.5348,
881001.WI,万得全A,2014-05-06,0.3999,
881001.WI,万得全A,2014-05-07,-1.383,
881001.WI,万得全A,2014-05-08,0.0294,
881001.WI,万得全A,2014-05-09,-0.5717,
881001.WI,万得全A,2014-05-12,2.3518,
881001.WI,万得全A,2014-05-13,-0.1656,
881001.WI,万得全A,2014-05-14,-0.0345,
881001.WI,万得全A,2014-05-15,-1.6645,
881001.WI,万得全A,2014-05-16,-0.1094,
881001.WI,万得全A,2014-05-19,-0.948,
881001.WI,万得全A,2014-05-20,0.2661,
881001.WI,万得全A,2014-05-21,0.9576,
881001.WI,万得全A,2014-05-22,-0.0612,
881001.WI,万得全A,2014-05-23,1.0284,
881001.WI,万得全A,2014-05-26,0.8669,
881001.WI,万得全A,2014-05-27,-0.3854,
881001.WI,万得全A,2014-05-28,1.2128,
881001.WI,万得全A,2014-05-29,-0.9412,
881001.WI,万得全A,2014-05-30,0.1844,
881001.WI,万得全A,2014-06-03,-0.2221,
881001.WI,万得全A,2014-06-04,-0.8861,
881001.WI,万得全A,2014-06-05,1.2484,
881001.WI,万得全A,2014-06-06,-0.4635,
881001.WI,万得全A,2014-06-09,-0.3421,
881001.WI,万得全A,2014-06-10,1.3229,
881001.WI,万得全A,2014-06-11,0.31,
881001.WI,万得全A,2014-06-12,-0.1814,
881001.WI,万得全A,2014-06-13,1.1502,
881001.WI,万得全A,2014-06-16,0.7375,
881001.WI,万得全A,2014-06-17,-0.9396,
881001.WI,万得全A,2014-06-18,-0.5621,
881001.WI,万得全A,2014-06-19,-2.2522,
881001.WI,万得全A,2014-06-20,0.8399,
881001.WI,万得全A,2014-06-23,0.5402,
881001.WI,万得全A,2014-06-24,0.7224,
881001.WI,万得全A,2014-06-25,-0.4686,
881001.WI,万得全A,2014-06-26,1.1696,
881001.WI,万得全A,2014-06-27,0.4927,
881001.WI,万得全A,2014-06-30,0.9016,
881001.WI,万得全A,2014-07-01,0.3581,
881001.WI,万得全A,2014-07-02,0.4986,
881001.WI,万得全A,2014-07-03,0.655,
881001.WI,万得全A,2014-07-04,-0.0983,
881001.WI,万得全A,2014-07-07,-0.0396,
881001.WI,万得全A,2014-07-08,0.5216,
881001.WI,万得全A,2014-07-09,-1.5202,
881001.WI,万得全A,2014-07-10,-0.0587,
881001.WI,万得全A,2014-07-11,0.7724,
881001.WI,万得全A,2014-07-14,1.3014,
881001.WI,万得全A,2014-07-15,-0.1339,
881001.WI,万得全A,2014-07-16,-0.6279,
881001.WI,万得全A,2014-07-17,-0.5401,
881001.WI,万得全A,2014-07-18,0.3085,
881001.WI,万得全A,2014-07-21,-0.0964,
881001.WI,万得全A,2014-07-22,1.3447,
881001.WI,万得全A,2014-07-23,-0.4292,
881001.WI,万得全A,2014-07-24,0.6623,
881001.WI,万得全A,2014-07-25,1.0433,
881001.WI,万得全A,2014-07-28,2.3939,
881001.WI,万得全A,2014-07-29,0.807,
881001.WI,万得全A,2014-07-30,0.1273,
881001.WI,万得全A,2014-07-31,1.0616,
881001.WI,万得全A,2014-08-01,-1.0396,
881001.WI,万得全A,2014-08-04,1.8068,
881001.WI,万得全A,2014-08-05,0.278,
881001.WI,万得全A,2014-08-06,0.2328,
881001.WI,万得全A,2014-08-07,-1.2121,
881001.WI,万得全A,2014-08-08,0.5211,
881001.WI,万得全A,2014-08-11,1.5531,
881001.WI,万得全A,2014-08-12,0.155,
881001.WI,万得全A,2014-08-13,0.0452,
881001.WI,万得全A,2014-08-14,-0.7417,
881001.WI,万得全A,2014-08-15,1.1468,
881001.WI,万得全A,2014-08-18,1.1515,
881001.WI,万得全A,2014-08-19,0.2606,
881001.WI,万得全A,2014-08-20,-0.1871,
881001.WI,万得全A,2014-08-21,-0.1305,
881001.WI,万得全A,2014-08-22,0.6314,
881001.WI,万得全A,2014-08-25,-0.8522,
881001.WI,万得全A,2014-08-26,-1.4276,
881001.WI,万得全A,2014-08-27,0.3439,
881001.WI,万得全A,2014-08-28,-0.8483,
881001.WI,万得全A,2014-08-29,1.1905,
881001.WI,万得全A,2014-09-01,1.3865,
881001.WI,万得全A,2014-09-02,1.5294,
881001.WI,万得全A,2014-09-03,0.8792,
881001.WI,万得全A,2014-09-04,0.8921,
881001.WI,万得全A,2014-09-05,0.6926,
881001.WI,万得全A,2014-09-09,0.3177,
881001.WI,万得全A,2014-09-10,0.0555,
881001.WI,万得全A,2014-09-11,-0.195,
881001.WI,万得全A,2014-09-12,1.0018,
881001.WI,万得全A,2014-09-15,0.6081,
881001.WI,万得全A,2014-09-16,-2.8377,
881001.WI,万得全A,2014-09-17,0.7172,
881001.WI,万得全A,2014-09-18,0.5827,
