代码,简称,日期,涨跌幅(%),
881001.WI,万得全A,2017-01-26,0.5253,
881001.WI,万得全A,2017-02-03,-0.4746,
881001.WI,万得全A,2017-02-06,0.718,
881001.WI,万得全A,2017-02-07,-0.0546,
881001.WI,万得全A,2017-02-08,0.6299,
881001.WI,万得全A,2017-02-09,0.5927,
881001.WI,万得全A,2017-02-10,0.1301,
881001.WI,万得全A,2017-02-13,0.6653,
881001.WI,万得全A,2017-02-14,-0.0179,
881001.WI,万得全A,2017-02-15,-0.6223,
881001.WI,万得全A,2017-02-16,0.6315,
881001.WI,万得全A,2017-02-17,-0.7325,
881001.WI,万得全A,2017-02-20,1.1191,
881001.WI,万得全A,2017-02-21,0.6364,
881001.WI,万得全A,2017-02-22,0.3196,
881001.WI,万得全A,2017-02-23,-0.193,
881001.WI,万得全A,2017-02-24,0.1802,
881001.WI,万得全A,2017-02-27,-0.7384,
881001.WI,万得全A,2017-02-28,0.3484,
881001.WI,万得全A,2017-03-01,0.2337,
881001.WI,万得全A,2017-03-02,-0.5842,
881001.WI,万得全A,2017-03-03,0.0514,
881001.WI,万得全A,2017-03-06,0.8726,
881001.WI,万得全A,2017-03-07,0.2526,
881001.WI,万得全A,2017-03-08,-0.256,
881001.WI,万得全A,2017-03-09,-0.6824,
881001.WI,万得全A,2017-03-10,0.0495,
881001.WI,万得全A,2017-03-13,0.8153,
881001.WI,万得全A,2017-03-14,-0.0851,
881001.WI,万得全A,2017-03-15,0.043,
881001.WI,万得全A,2017-03-16,0.8392,
881001.WI,万得全A,2017-03-17,-0.8681,
881001.WI,万得全A,2017-03-20,0.2606,
881001.WI,万得全A,2017-03-21,0.3455,
881001.WI,万得全A,2017-03-22,-0.4295,
881001.WI,万得全A,2017-03-23,0.1697,
881001.WI,万得全A,2017-03-24,0.532,
881001.WI,万得全A,2017-03-27,-0.2678,
881001.WI,万得全A,2017-03-28,-0.2838,
881001.WI,万得全A,2017-03-29,-0.4723,
881001.WI,万得全A,2017-03-30,-1.4618,
881001.WI,万得全A,2017-03-31,0.3783,
881001.WI,万得全A,2017-04-05,1.7439,
881001.WI,万得全A,2017-04-06,0.3323,
881001.WI,万得全A,2017-04-07,0.0931,
881001.WI,万得全A,2017-04-10,-0.6498,
881001.WI,万得全A,2017-04-11,0.6411,
881001.WI,万得全A,2017-04-12,-0.5933,
881001.WI,万得全A,2017-04-13,0.2904,
881001.WI,万得全A,2017-04-14,-1.1399,
881001.WI,万得全A,2017-04-17,-0.9754,
881001.WI,万得全A,2017-04-18,-0.7227,
881001.WI,万得全A,2017-04-19,-0.8298,
881001.WI,万得全A,2017-04-20,-0.0417,
881001.WI,万得全A,2017-04-21,-0.2431,
881001.WI,万得全A,2017-04-24,-1.995,
881001.WI,万得全A,2017-04-25,0.3535,
881001.WI,万得全A,2017-04-26,0.2574,
881001.WI,万得全A,2017-04-27,0.3475,
881001.WI,万得全A,2017-04-28,0.2124,
881001.WI,万得全A,2017-05-02,-0.1215,
881001.WI,万得全A,2017-05-03,-0.2832,
881001.WI,万得全A,2017-05-04,-0.2965,
881001.WI,万得全A,2017-05-05,-1.0301,
881001.WI,万得全A,2017-05-08,-1.4313,
881001.WI,万得全A,2017-05-09,0.321,
881001.WI,万得全A,2017-05-10,-1.2083,
881001.WI,万得全A,2017-05-11,-0.0005,
881001.WI,万得全A,2017-05-12,0.4112,
881001.WI,万得全A,2017-05-15,0.3958,
881001.WI,万得全A,2017-05-16,1.5243,
881001.WI,万得全A,2017-05-17,-0.0533,
881001.WI,万得全A,2017-05-18,-0.5426,
881001.WI,万得全A,2017-05-19,0.0326,
881001.WI,万得全A,2017-05-22,-0.9061,
881001.WI,万得全A,2017-05-23,-1.2971,
881001.WI,万得全A,2017-05-24,0.3132,
881001.WI,万得全A,2017-05-25,1.3369,
881001.WI,万得全A,2017-05-26,-0.034,
881001.WI,万得全A,2017-05-31,0.0508,
881001.WI,万得全A,2017-06-01,-1.2419,
881001.WI,万得全A,2017-06-02,0.4448,
881001.WI,万得全A,2017-06-05,0.2431,
881001.WI,万得全A,2017-06-06,0.5377,
881001.WI,万得全A,2017-06-07,1.6995,
881001.WI,万得全A,2017-06-08,0.352,
881001.WI,万得全A,2017-06-09,0.3002,
881001.WI,万得全A,2017-06-12,-0.7502,
881001.WI,万得全A,2017-06-13,0.836,
881001.WI,万得全A,2017-06-14,-0.5372,
881001.WI,万得全A,2017-06-15,0.5104,
881001.WI,万得全A,2017-06-16,-0.1571,
881001.WI,万得全A,2017-06-19,0.8016,
881001.WI,万得全A,2017-06-20,-0.0189,
881001.WI,万得全A,2017-06-21,0.5766,
881001.WI,万得全A,2017-06-22,-0.8009,
881001.WI,万得全A,2017-06-23,0.4917,
881001.WI,万得全A,2017-06-26,1.2853,
881001.WI,万得全A,2017-06-27,0.1933,
881001.WI,万得全A,2017-06-28,-0.6664,
881001.WI,万得全A,2017-06-29,0.5368,
881001.WI,万得全A,2017-06-30,0.1109,
881001.WI,万得全A,2017-07-03,0.212,
881001.WI,万得全A,2017-07-04,-0.5221,
881001.WI,万得全A,2017-07-05,0.979,
881001.WI,万得全A,2017-07-06,0.1203,
881001.WI,万得全A,2017-07-07,0.2174,
881001.WI,万得全A,2017-07-10,-0.2597,
881001.WI,万得全A,2017-07-11,-0.3779,
881001.WI,万得全A,2017-07-12,-0.146,
881001.WI,万得全A,2017-07-13,0.4494,
881001.WI,万得全A,2017-07-14,-0.0018,
881001.WI,万得全A,2017-07-17,-3.0174,
881001.WI,万得全A,2017-07-18,0.5355,
881001.WI,万得全A,2017-07-19,1.6414,
881001.WI,万得全A,2017-07-20,0.5026,
881001.WI,万得全A,2017-07-21,-0.1613,
881001.WI,万得全A,2017-07-24,0.5325,
881001.WI,万得全A,2017-07-25,-0.4012,
881001.WI,万得全A,2017-07-26,-0.167,
881001.WI,万得全A,2017-07-27,0.67,
881001.WI,万得全A,2017-07-28,0.1966,
881001.WI,万得全A,2017-07-31,0.6773,
881001.WI,万得全A,2017-08-01,0.4363,
881001.WI,万得全A,2017-08-02,-0.4693,
881001.WI,万得全A,2017-08-03,-0.2323,
881001.WI,万得全A,2017-08-04,-0.4859,
881001.WI,万得全A,2017-08-07,0.7183,
881001.WI,万得全A,2017-08-08,0.2225,
881001.WI,万得全A,2017-08-09,0.1681,
881001.WI,万得全A,2017-08-10,-0.6108,
881001.WI,万得全A,2017-08-11,-1.7422,
881001.WI,万得全A,2017-08-14,1.615,
881001.WI,万得全A,2017-08-15,0.3698,
881001.WI,万得全A,2017-08-16,0.1472,
881001.WI,万得全A,2017-08-17,0.671,
881001.WI,万得全A,2017-08-18,-0.115,
881001.WI,万得全A,2017-08-21,0.6441,
881001.WI,万得全A,2017-08-22,-0.1381,
881001.WI,万得全A,2017-08-23,-0.2739,
881001.WI,万得全A,2017-08-24,-0.5798,
881001.WI,万得全A,2017-08-25,1.3337,
881001.WI,万得全A,2017-08-28,1.2122,
881001.WI,万得全A,2017-08-29,-0.1369,
881001.WI,万得全A,2017-08-30,0.2284,
881001.WI,万得全A,2017-08-31,0.0826,
881001.WI,万得全A,2017-09-01,0.5018,
881001.WI,万得全A,2017-09-04,0.4771,
881001.WI,万得全A,2017-09-05,0.1922,
881001.WI,万得全A,2017-09-06,0.1886,
881001.WI,万得全A,2017-09-07,-0.4824,
881001.WI,万得全A,2017-09-08,0.1052,
881001.WI,万得全A,2017-09-11,0.557,
881001.WI,万得全A,2017-09-12,0.0257,
881001.WI,万得全A,2017-09-13,0.3171,
881001.WI,万得全A,2017-09-14,-0.2105,
881001.WI,万得全A,2017-09-15,-0.3039,
881001.WI,万得全A,2017-09-18,0.5445,
881001.WI,万得全A,2017-09-19,-0.3496,
881001.WI,万得全A,2017-09-20,0.5776,
881001.WI,万得全A,2017-09-21,-0.6457,
881001.WI,万得全A,2017-09-22,-0.2545,
881001.WI,万得全A,2017-09-25,-0.9371,
881001.WI,万得全A,2017-09-26,0.1392,
881001.WI,万得全A,2017-09-27,0.4501,
881001.WI,万得全A,2017-09-28,-0.1833,
881001.WI,万得全A,2017-09-29,0.5821,
881001.WI,万得全A,2017-10-09,1.1525,
881001.WI,万得全A,2017-10-10,0.4819,
881001.WI,万得全A,2017-10-11,-0.0752,
881001.WI,万得全A,2017-10-12,-0.0156,
881001.WI,万得全A,2017-10-13,0.4133,
881001.WI,万得全A,2017-10-16,-1.0133,
881001.WI,万得全A,2017-10-17,-0.0376,
881001.WI,万得全A,2017-10-18,-0.1116,
881001.WI,万得全A,2017-10-19,-0.6762,
881001.WI,万得全A,2017-10-20,0.5613,
881001.WI,万得全A,2017-10-23,0.3758,
881001.WI,万得全A,2017-10-24,0.0973,
881001.WI,万得全A,2017-10-25,0.581,
881001.WI,万得全A,2017-10-26,0.3992,
881001.WI,万得全A,2017-10-27,-0.0193,
881001.WI,万得全A,2017-10-30,-1.3399,
881001.WI,万得全A,2017-10-31,0.3566,
881001.WI,万得全A,2017-11-01,-0.0964,
881001.WI,万得全A,2017-11-02,-0.5548,
881001.WI,万得全A,2017-11-03,-0.4681,
881001.WI,万得全A,2017-11-06,0.8751,
881001.WI,万得全A,2017-11-07,0.7005,
881001.WI,万得全A,2017-11-08,0.0826,
881001.WI,万得全A,2017-11-09,0.6429,
881001.WI,万得全A,2017-11-10,0.55,
881001.WI,万得全A,2017-11-13,0.3399,
881001.WI,万得全A,2017-11-14,-0.7159,
881001.WI,万得全A,2017-11-15,-0.8116,
881001.WI,万得全A,2017-11-16,0.2782,
881001.WI,万得全A,2017-11-17,-1.5245,
881001.WI,万得全A,2017-11-20,0.5951,
881001.WI,万得全A,2017-11-21,0.8735,
881001.WI,万得全A,2017-11-22,0.0778,
881001.WI,万得全A,2017-11-23,-2.6518,
881001.WI,万得全A,2017-11-24,0.0381,
881001.WI,万得全A,2017-11-27,-1.2385,
881001.WI,万得全A,2017-11-28,0.8447,
881001.WI,万得全A,2017-11-29,0.1013,
881001.WI,万得全A,2017-11-30,-0.8465,
881001.WI,万得全A,2017-12-01,0.3565,
881001.WI,万得全A,2017-12-04,-0.303,
881001.WI,万得全A,2017-12-05,-1.0151,
881001.WI,万得全A,2017-12-06,0.1481,
881001.WI,万得全A,2017-12-07,-0.6662,
881001.WI,万得全A,2017-12-08,0.9312,
881001.WI,万得全A,2017-12-11,1.3443,
881001.WI,万得全A,2017-12-12,-1.1185,
881001.WI,万得全A,2017-12-13,0.7702,
881001.WI,万得全A,2017-12-14,-0.2123,
881001.WI,万得全A,2017-12-15,-0.7914,
881001.WI,万得全A,2017-12-18,-0.2728,
881001.WI,万得全A,2017-12-19,0.9522,
881001.WI,万得全A,2017-12-20,-0.5307,
881001.WI,万得全A,2017-12-21,0.6153,
881001.WI,万得全A,2017-12-22,-0.1963,
881001.WI,万得全A,2017-12-25,-0.7338,
881001.WI,万得全A,2017-12-26,0.4982,
881001.WI,万得全A,2017-12-27,-0.9983,
881001.WI,万得全A,2017-12-28,0.4983,
881001.WI,万得全A,2017-12-29,0.509,
881001.WI,万得全A,2018-01-02,1.2584,
881001.WI,万得全A,2018-01-03,0.7261,
881001.WI,万得全A,2018-01-04,0.3694,
881001.WI,万得全A,2018-01-05,0.1513,
881001.WI,万得全A,2018-01-08,0.3825,
881001.WI,万得全A,2018-01-09,0.3066,
881001.WI,万得全A,2018-01-10,-0.089,
881001.WI,万得全A,2018-01-11,0.1899,
881001.WI,万得全A,2018-01-12,-0.0154,
881001.WI,万得全A,2018-01-15,-1.201,
881001.WI,万得全A,2018-01-16,0.7453,
881001.WI,万得全A,2018-01-17,-0.2226,
881001.WI,万得全A,2018-01-18,0.4026,
881001.WI,万得全A,2018-01-19,0.0556,
881001.WI,万得全A,2018-01-22,0.9762,
881001.WI,万得全A,2018-01-23,0.6507,
881001.WI,万得全A,2018-01-24,0.4038,
881001.WI,万得全A,2018-01-25,-0.404,
881001.WI,万得全A,2018-01-26,0.1076,
881001.WI,万得全A,2018-01-29,-1.4596,
881001.WI,万得全A,2018-01-30,-0.6564,
881001.WI,万得全A,2018-01-31,-0.8499,
881001.WI,万得全A,2018-02-01,-2.1646,
881001.WI,万得全A,2018-02-02,0.1668,
881001.WI,万得全A,2018-02-05,-0.0811,
881001.WI,万得全A,2018-02-06,-3.8575,
881001.WI,万得全A,2018-02-07,-1.1417,
881001.WI,万得全A,2018-02-08,-0.0111,
881001.WI,万得全A,2018-02-09,-3.7386,
881001.WI,万得全A,2018-02-12,1.8054,
881001.WI,万得全A,2018-02-13,0.7497,
881001.WI,万得全A,2018-02-14,0.5467,
881001.WI,万得全A,2018-02-22,1.9765,
881001.WI,万得全A,2018-02-23,0.4046,
881001.WI,万得全A,2018-02-26,1.6473,
881001.WI,万得全A,2018-02-27,-0.7189,
881001.WI,万得全A,2018-02-28,-0.3202,
881001.WI,万得全A,2018-03-01,0.922,
881001.WI,万得全A,2018-03-02,-0.6416,
881001.WI,万得全A,2018-03-05,0.2365,
881001.WI,万得全A,2018-03-06,1.1779,
881001.WI,万得全A,2018-03-07,-0.6959,
881001.WI,万得全A,2018-03-08,0.85,
881001.WI,万得全A,2018-03-09,1.1027,
881001.WI,万得全A,2018-03-12,0.9488,
881001.WI,万得全A,2018-03-13,-0.6968,
881001.WI,万得全A,2018-03-14,-0.723,
881001.WI,万得全A,2018-03-15,0.0516,
881001.WI,万得全A,2018-03-16,-0.6279,
881001.WI,万得全A,2018-03-19,0.3166,
881001.WI,万得全A,2018-03-20,0.1958,
881001.WI,万得全A,2018-03-21,-0.5542,
881001.WI,万得全A,2018-03-22,-0.5734,
881001.WI,万得全A,2018-03-23,-4.0147,
881001.WI,万得全A,2018-03-26,0.4744,
881001.WI,万得全A,2018-03-27,1.6244,
881001.WI,万得全A,2018-03-28,-1.2317,
881001.WI,万得全A,2018-03-29,1.1109,
881001.WI,万得全A,2018-03-30,0.8031,
881001.WI,万得全A,2018-04-02,0.0532,
881001.WI,万得全A,2018-04-03,-0.7785,
881001.WI,万得全A,2018-04-04,-0.4009,
881001.WI,万得全A,2018-04-09,0.0659,
881001.WI,万得全A,2018-04-10,1.0996,
881001.WI,万得全A,2018-04-11,0.427,
881001.WI,万得全A,2018-04-12,-0.7666,
881001.WI,万得全A,2018-04-13,-0.4887,
881001.WI,万得全A,2018-04-16,-0.9813,
881001.WI,万得全A,2018-04-17,-1.8179,
881001.WI,万得全A,2018-04-18,0.8913,
881001.WI,万得全A,2018-04-19,0.7714,
881001.WI,万得全A,2018-04-20,-1.7205,
881001.WI,万得全A,2018-04-23,-0.4037,
881001.WI,万得全A,2018-04-24,2.1266,
881001.WI,万得全A,2018-04-25,-0.038,
881001.WI,万得全A,2018-04-26,-1.8589,
881001.WI,万得全A,2018-04-27,0.1272,
881001.WI,万得全A,2018-05-02,-0.0783,
881001.WI,万得全A,2018-05-03,0.8535,
881001.WI,万得全A,2018-05-04,-0.2631,
881001.WI,万得全A,2018-05-07,1.6567,
881001.WI,万得全A,2018-05-08,0.8401,
881001.WI,万得全A,2018-05-09,-0.1191,
881001.WI,万得全A,2018-05-10,0.4765,
881001.WI,万得全A,2018-05-11,-0.728,
881001.WI,万得全A,2018-05-14,0.1956,
881001.WI,万得全A,2018-05-15,0.7157,
881001.WI,万得全A,2018-05-16,-0.5777,
881001.WI,万得全A,2018-05-17,-0.5396,
881001.WI,万得全A,2018-05-18,0.7136,
881001.WI,万得全A,2018-05-21,0.896,
881001.WI,万得全A,2018-05-22,0.0762,
881001.WI,万得全A,2018-05-23,-1.1924,
881001.WI,万得全A,2018-05-24,-0.4703,
881001.WI,万得全A,2018-05-25,-0.6268,
881001.WI,万得全A,2018-05-28,-0.154,
881001.WI,万得全A,2018-05-29,-0.8087,
881001.WI,万得全A,2018-05-30,-2.6372,
881001.WI,万得全A,2018-05-31,1.8154,
881001.WI,万得全A,2018-06-01,-0.9666,
881001.WI,万得全A,2018-06-04,0.3615,
881001.WI,万得全A,2018-06-05,1.3302,
881001.WI,万得全A,2018-06-06,-0.0106,
881001.WI,万得全A,2018-06-07,-0.3532,
881001.WI,万得全A,2018-06-08,-1.1685,
881001.WI,万得全A,2018-06-11,-0.3752,
881001.WI,万得全A,2018-06-12,1.0192,
881001.WI,万得全A,2018-06-13,-1.2465,
881001.WI,万得全A,2018-06-14,-0.3978,
881001.WI,万得全A,2018-06-15,-1.1782,
881001.WI,万得全A,2018-06-19,-4.9525,
881001.WI,万得全A,2018-06-20,0.7165,
881001.WI,万得全A,2018-06-21,-1.6588,
881001.WI,万得全A,2018-06-22,0.9485,
881001.WI,万得全A,2018-06-25,-0.922,
881001.WI,万得全A,2018-06-26,0.0018,
881001.WI,万得全A,2018-06-27,-1.3573,
881001.WI,万得全A,2018-06-28,-1.036,
881001.WI,万得全A,2018-06-29,2.8008,
881001.WI,万得全A,2018-07-02,-2.1324,
881001.WI,万得全A,2018-07-03,0.6437,
881001.WI,万得全A,2018-07-04,-1.5107,
881001.WI,万得全A,2018-07-05,-1.594,
881001.WI,万得全A,2018-07-06,0.5676,
881001.WI,万得全A,2018-07-09,2.4826,
881001.WI,万得全A,2018-07-10,0.5138,
881001.WI,万得全A,2018-07-11,-1.9047,
881001.WI,万得全A,2018-07-12,2.4581,
881001.WI,万得全A,2018-07-13,0.4274,
881001.WI,万得全A,2018-07-16,-0.2785,
881001.WI,万得全A,2018-07-17,-0.2164,
881001.WI,万得全A,2018-07-18,-0.5425,
881001.WI,万得全A,2018-07-19,-0.5586,
881001.WI,万得全A,2018-07-20,1.5575,
881001.WI,万得全A,2018-07-23,0.8281,
881001.WI,万得全A,2018-07-24,1.6031,
881001.WI,万得全A,2018-07-25,0.0127,
881001.WI,万得全A,2018-07-26,-0.753,
881001.WI,万得全A,2018-07-27,-0.4591,
881001.WI,万得全A,2018-07-30,-0.7384,
881001.WI,万得全A,2018-07-31,0.0658,
881001.WI,万得全A,2018-08-01,-1.7757,
881001.WI,万得全A,2018-08-02,-2.2339,
881001.WI,万得全A,2018-08-03,-1.4237,
881001.WI,万得全A,2018-08-06,-1.6315,
881001.WI,万得全A,2018-08-07,2.7529,
881001.WI,万得全A,2018-08-08,-1.5377,
881001.WI,万得全A,2018-08-09,2.3614,
881001.WI,万得全A,2018-08-10,0.4043,
881001.WI,万得全A,2018-08-13,-0.0177,
881001.WI,万得全A,2018-08-14,-0.3831,
881001.WI,万得全A,2018-08-15,-2.1492,
881001.WI,万得全A,2018-08-16,-0.749,
881001.WI,万得全A,2018-08-17,-1.5706,
881001.WI,万得全A,2018-08-20,0.801,
881001.WI,万得全A,2018-08-21,1.4544,
881001.WI,万得全A,2018-08-22,-0.8278,
881001.WI,万得全A,2018-08-23,0.4999,
881001.WI,万得全A,2018-08-24,0.0183,
881001.WI,万得全A,2018-08-27,2.2456,
881001.WI,万得全A,2018-08-28,-0.0175,
881001.WI,万得全A,2018-08-29,-0.4975,
881001.WI,万得全A,2018-08-30,-1.3006,
881001.WI,万得全A,2018-08-31,-0.7515,
881001.WI,万得全A,2018-09-03,-0.171,
881001.WI,万得全A,2018-09-04,1.1865,
881001.WI,万得全A,2018-09-05,-1.7112,
881001.WI,万得全A,2018-09-06,-0.691,
881001.WI,万得全A,2018-09-07,0.3307,
881001.WI,万得全A,2018-09-10,-1.6227,
881001.WI,万得全A,2018-09-11,-0.0698,
881001.WI,万得全A,2018-09-12,-0.3635,
881001.WI,万得全A,2018-09-13,0.896,
881001.WI,万得全A,2018-09-14,-0.4267,
881001.WI,万得全A,2018-09-17,-1.3288,
881001.WI,万得全A,2018-09-18,1.867,
881001.WI,万得全A,2018-09-19,1.2189,
881001.WI,万得全A,2018-09-20,-0.1344,
881001.WI,万得全A,2018-09-21,2.1948,
881001.WI,万得全A,2018-09-25,-0.5989,
881001.WI,万得全A,2018-09-26,0.8093,
881001.WI,万得全A,2018-09-27,-0.8988,
881001.WI,万得全A,2018-09-28,0.9667,
881001.WI,万得全A,2018-10-08,-3.8009,
881001.WI,万得全A,2018-10-09,0.0197,
881001.WI,万得全A,2018-10-10,-0.0509,
881001.WI,万得全A,2018-10-11,-5.8882,
881001.WI,万得全A,2018-10-12,0.4784,
881001.WI,万得全A,2018-10-15,-1.4262,
881001.WI,万得全A,2018-10-16,-1.4532,
881001.WI,万得全A,2018-10-17,0.6783,
881001.WI,万得全A,2018-10-18,-2.7158,
881001.WI,万得全A,2018-10-19,2.6497,
881001.WI,万得全A,2018-10-22,4.5643,
881001.WI,万得全A,2018-10-23,-2.1182,
881001.WI,万得全A,2018-10-24,0.0792,
881001.WI,万得全A,2018-10-25,-0.1224,
881001.WI,万得全A,2018-10-26,-0.2327,
881001.WI,万得全A,2018-10-29,-2.2824,
881001.WI,万得全A,2018-10-30,1.0859,
881001.WI,万得全A,2018-10-31,1.4671,
881001.WI,万得全A,2018-11-01,0.6125,
881001.WI,万得全A,2018-11-02,3.2418,
881001.WI,万得全A,2018-11-05,-0.1699,
881001.WI,万得全A,2018-11-06,-0.341,
881001.WI,万得全A,2018-11-07,-0.5007,
881001.WI,万得全A,2018-11-08,-0.3452,
881001.WI,万得全A,2018-11-09,-0.906,
881001.WI,万得全A,2018-11-12,1.9546,
881001.WI,万得全A,2018-11-13,1.4272,
881001.WI,万得全A,2018-11-14,-0.583,
881001.WI,万得全A,2018-11-15,1.4036,
881001.WI,万得全A,2018-11-16,0.6928,
881001.WI,万得全A,2018-11-19,0.7462,
881001.WI,万得全A,2018-11-20,-2.4859,
881001.WI,万得全A,2018-11-21,0.4474,
881001.WI,万得全A,2018-11-22,-0.1792,
881001.WI,万得全A,2018-11-23,-3.1407,
881001.WI,万得全A,2018-11-26,-0.1563,
881001.WI,万得全A,2018-11-27,0.2433,
881001.WI,万得全A,2018-11-28,1.2518,
881001.WI,万得全A,2018-11-29,-1.7901,
881001.WI,万得全A,2018-11-30,0.8965,
881001.WI,万得全A,2018-12-03,2.9611,
881001.WI,万得全A,2018-12-04,0.4561,
881001.WI,万得全A,2018-12-05,-0.5746,
881001.WI,万得全A,2018-12-06,-1.9841,
881001.WI,万得全A,2018-12-07,0.0037,
881001.WI,万得全A,2018-12-10,-1.135,
881001.WI,万得全A,2018-12-11,0.6385,
881001.WI,万得全A,2018-12-12,0.175,
881001.WI,万得全A,2018-12-13,1.2491,
881001.WI,万得全A,2018-12-14,-2.0602,
881001.WI,万得全A,2018-12-17,-0.129,
881001.WI,万得全A,2018-12-18,-0.8295,
881001.WI,万得全A,2018-12-19,-1.2395,
881001.WI,万得全A,2018-12-20,-0.1877,
881001.WI,万得全A,2018-12-21,-0.9787,
881001.WI,万得全A,2018-12-24,0.5752,
881001.WI,万得全A,2018-12-25,-0.8793,
881001.WI,万得全A,2018-12-26,-0.4013,
881001.WI,万得全A,2018-12-27,-0.9084,
881001.WI,万得全A,2018-12-28,0.4233,
881001.WI,万得全A,2019-01-02,-0.9439,
881001.WI,万得全A,2019-01-03,-0.3332,
881001.WI,万得全A,2019-01-04,2.4575,
881001.WI,万得全A,2019-01-07,1.2663,
881001.WI,万得全A,2019-01-08,-0.1808,
881001.WI,万得全A,2019-01-09,0.6579,
881001.WI,万得全A,2019-01-10,-0.1981,
881001.WI,万得全A,2019-01-11,0.7604,
881001.WI,万得全A,2019-01-14,-0.7073,
881001.WI,万得全A,2019-01-15,1.5477,
881001.WI,万得全A,2019-01-16,-0.0797,
881001.WI,万得全A,2019-01-17,-0.698,
881001.WI,万得全A,2019-01-18,1.2905,
881001.WI,万得全A,2019-01-21,0.5367,
881001.WI,万得全A,2019-01-22,-1.2287,
881001.WI,万得全A,2019-01-23,0.0485,
881001.WI,万得全A,2019-01-24,0.5307,
881001.WI,万得全A,2019-01-25,0.1293,
881001.WI,万得全A,2019-01-28,-0.3209,
881001.WI,万得全A,2019-01-29,-0.5969,
881001.WI,万得全A,2019-01-30,-1.0402,
881001.WI,万得全A,2019-01-31,-0.1133,
881001.WI,万得全A,2019-02-01,2.0174,
881001.WI,万得全A,2019-02-11,2.2284,
881001.WI,万得全A,2019-02-12,0.9638,
881001.WI,万得全A,2019-02-13,1.8668,
881001.WI,万得全A,2019-02-14,0.3018,
881001.WI,万得全A,2019-02-15,-1.0751,
881001.WI,万得全A,2019-02-18,3.3019,
881001.WI,万得全A,2019-02-19,0.0757,
881001.WI,万得全A,2019-02-20,0.2764,
881001.WI,万得全A,2019-02-21,-0.2564,
881001.WI,万得全A,2019-02-22,2.271,
881001.WI,万得全A,2019-02-25,5.6213,
881001.WI,万得全A,2019-02-26,-0.6487,
881001.WI,万得全A,2019-02-27,-0.1942,
881001.WI,万得全A,2019-02-28,-0.0252,
881001.WI,万得全A,2019-03-01,1.5393,
881001.WI,万得全A,2019-03-04,1.5891,
881001.WI,万得全A,2019-03-05,1.6442,
881001.WI,万得全A,2019-03-06,1.4882,
881001.WI,万得全A,2019-03-07,0.2807,
881001.WI,万得全A,2019-03-08,-4.0552,
881001.WI,万得全A,2019-03-11,2.9537,
881001.WI,万得全A,2019-03-12,1.3934,
881001.WI,万得全A,2019-03-13,-1.5528,
881001.WI,万得全A,2019-03-14,-1.7616,
881001.WI,万得全A,2019-03-15,1.3305,
881001.WI,万得全A,2019-03-18,2.6408,
881001.WI,万得全A,2019-03-19,-0.0245,
881001.WI,万得全A,2019-03-20,-0.0139,
881001.WI,万得全A,2019-03-21,0.6076,
881001.WI,万得全A,2019-03-22,0.1814,
881001.WI,万得全A,2019-03-25,-1.6807,
881001.WI,万得全A,2019-03-26,-1.9242,
881001.WI,万得全A,2019-03-27,0.9037,
881001.WI,万得全A,2019-03-28,-0.9074,
881001.WI,万得全A,2019-03-29,3.3972,
881001.WI,万得全A,2019-04-01,3.1622,
881001.WI,万得全A,2019-04-02,0.2314,
881001.WI,万得全A,2019-04-03,1.1652,
881001.WI,万得全A,2019-04-04,0.7602,
881001.WI,万得全A,2019-04-08,-0.243,
881001.WI,万得全A,2019-04-09,0.3322,
881001.WI,万得全A,2019-04-10,0.0486,
881001.WI,万得全A,2019-04-11,-2.0001,
881001.WI,万得全A,2019-04-12,-0.1311,
881001.WI,万得全A,2019-04-15,-0.6192,
881001.WI,万得全A,2019-04-16,2.3787,
881001.WI,万得全A,2019-04-17,0.4144,
881001.WI,万得全A,2019-04-18,-0.4776,
881001.WI,万得全A,2019-04-19,0.9554,
881001.WI,万得全A,2019-04-22,-1.7318,
881001.WI,万得全A,2019-04-23,-0.9222,
881001.WI,万得全A,2019-04-24,0.6421,
881001.WI,万得全A,2019-04-25,-3.0251,
881001.WI,万得全A,2019-04-26,-1.2998,
881001.WI,万得全A,2019-04-29,-1.5278,
881001.WI,万得全A,2019-04-30,0.6437,
881001.WI,万得全A,2019-05-06,-6.5824,
881001.WI,万得全A,2019-05-07,1.1246,
881001.WI,万得全A,2019-05-08,-0.9393,
881001.WI,万得全A,2019-05-09,-1.4161,
881001.WI,万得全A,2019-05-10,3.6306,
881001.WI,万得全A,2019-05-13,-1.2275,
881001.WI,万得全A,2019-05-14,-0.6874,
881001.WI,万得全A,2019-05-15,2.2267,
881001.WI,万得全A,2019-05-16,0.5482,
881001.WI,万得全A,2019-05-17,-2.9438,
881001.WI,万得全A,2019-05-20,-0.6452,
881001.WI,万得全A,2019-05-21,1.564,
881001.WI,万得全A,2019-05-22,-0.4787,
881001.WI,万得全A,2019-05-23,-1.9341,
881001.WI,万得全A,2019-05-24,-0.2705,
881001.WI,万得全A,2019-05-27,1.9898,
881001.WI,万得全A,2019-05-28,0.5865,
881001.WI,万得全A,2019-05-29,0.0197,
881001.WI,万得全A,2019-05-30,-0.5553,
881001.WI,万得全A,2019-05-31,-0.1546,
881001.WI,万得全A,2019-06-03,-0.6107,
881001.WI,万得全A,2019-06-04,-1.1954,
881001.WI,万得全A,2019-06-05,-0.0127,
881001.WI,万得全A,2019-06-06,-1.5882,
